"Mouse_ID","Feces_Weight","MC.Eimeria","delta_ct_cewe_MminusE","CASP1","CXCL9","CXCR3","IDO1","IFNy","IL.10","IL1RN","IL.6","IRGM1","MPO","MUC2","MUC5AC","MYD88","NCR1","PPIB","PRF1","RETNLB","SOCS1","TICAM1","TNF","GAPDH","IL.13","CD4","Treg","Treg17","Th1","Th17","CD8","Act_CD8","IFNy_CD4","IFNy_CD8","IL17A_CD4","origin","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","Dissection_Date","Spleen","Trichuris_muris","Zfy2","Y","Mastophorus_muris","Catenotaenia_pusilla","Address","Status","Left_Embryo","Right_Embryo","Worms_presence","Heligmosomoides_polygurus","Heterakis_sp","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","Region","Body_Weight","Body_Length","Ectoparasites_Logical","Left_Epididymis","Fleas","Right_Ovarium_Weight","Left_Ovarium_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Tail_Length","Trap_Date","eimeriaSpecies","Ct.Eimeria","Ct.Mus","Oocyst_Predict_Crypto","ILWE_Crypto_Ct","ILWE_DNA_Content_ng.microliter","Aspiculuris_sp","Syphacia_sp","Taenia_sp","Hymenolepis_sp","FEC_Eim_Ct","MC.Eimeria.FEC","MCs","infection","end_rel_weight","experiment","primary_infection","challenge_infection","mouse_strain","labels","weight","weight_dpi0","relative_weight","dpi","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","OO4sq","OOC","infection_history","IFNy_CEWE","IFNy_MES","IRG6","IL.12","IL.12A","IL.17A","Position","Div_Treg","Div_Th1","Div_Th17","Div_Act_CD8","OPG_O","IFNy_FEC","Caecum","Treg_prop","batch","max_dpi","max_OOC","max_WL","death","hybrid_status","Parasite_primary","Parasite_challenge","dpi_max","CD4_imp","Treg_imp","Div_Treg_imp","Treg17_imp","Th1_imp","Div_Th1_imp","Th17_imp","Div_Th17_imp","CD8_imp","Act_CD8_imp","Div_Act_CD8_imp","IFNy_CD4_imp","IFNy_CD8_imp","IL17A_CD4_imp","IFNy_imp","CXCR3_imp","IL.6_imp","IL.13_imp","IL.10_imp","IL1RN_imp","CASP1_imp","CXCL9_imp","IDO1_imp","IRGM1_imp","MPO_imp","MUC2_imp","MUC5AC_imp","MYD88_imp","NCR1_imp","PRF1_imp","RETNLB_imp","SOCS1_imp","TICAM1_imp","TNF_imp"
"AA_0803",0.43,TRUE,-8.69,NA,20.8372976834026,20.6225375811664,20.199679927482,25.5782036158168,NA,18.720750374823,20.9340275920618,8.51325103972721,24.6141409166909,6.49221096173103,8.65468810104354,18.8058982162103,24.3958158895905,NA,23.8611966919878,NA,10.0355820193125,20.1278694182986,26.6153941820874,3.29558551407915,10.4824252787636,34.7,15.8,2.41,1.93,0.73,20.8,2.65,0.33,2.94,1.42,"Field","F",13.9533,53.1422,2019,"d",NA,"mm","mm","mm","dd","mm","mm",NA,"95","125","120","90","80",NA,"mm","mm","mm","mm","mm",12,0.8695652174,"16/09/19",0.0348,0,NA,NA,0,0,"Dorfstr. 28","pregnant",1,2,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",22.59,89.2,NA,NA,NA,NA,NA,NA,NA,NA,77.1,"15/09/19",NA,32.2866666666667,23.5966666666667,NA,NA,NA,10,0,0,0,28.639308032573,FALSE,"Fec:FALSE Tissue:TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0804",0.62,TRUE,-1.7975,NA,16.2702321718783,20.9965493463118,17.3892525581978,19.8860308247619,NA,17.8160838459969,19.3242286244778,8.34250033765953,19.7147310536561,6.54339443476611,7.5181924002803,19.2473878135607,22.3571332048664,NA,26.3316245915434,NA,9.07469462346259,21.1975735614715,22.1190139115295,2.87991141520471,8.57572048187614,31.8,13.9,1.62,4.22,0.4,23.6,4.97,0.8,6.02,1.33,"Field","F",13.9533,53.1422,2019,"d",NA,"mm","mm","mm",NA,"mm","mm",NA,"95","125","120","90","80",NA,"mm","mm","mm","mm","mm",11,0.9523809524,"16/09/19",0.0263,0,NA,NA,0,0,"Dorfstr. 28","adult",NA,NA,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",16.21,89,NA,NA,NA,NA,NA,NA,NA,NA,75.1,"15/09/19",NA,24.2,22.4025,938,32.84666667,844.3,3,0,0,0,22.3666078583883,FALSE,"Fec:FALSE Tissue:TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0805",0.35,TRUE,-5.47,NA,20.9835217357188,20.7659428401659,19.7350800907764,26.2553635102925,NA,16.3683279001101,25.5474888405135,6.40831891704441,23.236808919041,5.36650611958922,6.96664749876011,18.3918913429338,22.4203727047553,NA,23.127042676991,NA,7.46930886714786,19.3367871989312,24.5871115218135,2.74461419657443,8.56555680132237,32.2,15,2.67,7.33,0.72,22.4,6.39,1.12,2.7,1.47,"Field","F",13.9533,53.1422,2019,"d",NA,"mm","mm","mm","dd","mm",NA,NA,"95","125","120","90/100","80",NA,"mm","mm","mm","dm","mm",11,0.8095238095,"16/09/19",0.0265,0,NA,NA,0,0,"Dorfstr. 28","adult",NA,NA,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",16.8,86,NA,NA,NA,NA,NA,NA,NA,NA,74.6,"15/09/19",NA,32.5866666666667,27.1166666666667,7963,29.68846904,476,17,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0806",0.59,TRUE,-7.21,NA,22.1989023796412,22.2111909669075,15.1151507998692,22.7602231536972,NA,10.8787838597419,NA,9.22663878064586,16.5641053438308,8.234403363368,8.30210905653395,19.6646521224696,23.500503830254,NA,23.9215162276816,NA,9.96187101500583,22.7681499216713,21.6889750044335,4.53799472153491,9.61706278978424,35.4,16.7,3.72,2.41,0.87,22.6,4.02,0.65,2.97,0.29,"Field","F",13.9533,53.1422,2019,NA,NA,"mm","mm","mm","dd","mm","mm",NA,"95","125","120","100","80",NA,"mm","mm","mm","dd","mm",11,0.8181818182,"16/09/19",0.044,0,NA,NA,0,0,"Dorfstr. 28","adult",NA,NA,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",19.94,92.4,NA,NA,NA,NA,NA,NA,NA,NA,78.7,"15/09/19",NA,30.98,23.77,0,0,753.1,35,0,0,0,33.1796002681988,FALSE,"Fec:FALSE Tissue:TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0807",0.57,FALSE,-11.7666666666667,NA,NA,NA,NA,20.4982697883361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.1,15,2.32,5.32,1.25,24.5,7.7,0.89,1.5,0.38,"Field","F",13.9533,53.1422,2019,"d",NA,"mm","mm","mm","dd","mm","mm",NA,"95","125","120","90","80",NA,"mm","mm","mm","mm","mm",12,0.8695652174,"16/09/19",0.0451,0,NA,NA,0,0,"Dorfstr. 28","pregnant",5,0,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",24.12,87.4,NA,NA,NA,NA,NA,NA,NA,NA,76.5,"15/09/19",NA,35.7966666666667,24.03,0,0,967.6,15,0,0,0,34.5654369628655,FALSE,"Fec:FALSE Tissue:FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0809",0.34,FALSE,-10.94,NA,NA,NA,NA,7.4041538006493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.9953,53.1886,2019,"m","m","m","m","m","d","m","m",NA,"95","125","120","90","80",NA,"mm","mm","mm","mm","mm",13,0.9444444444,"17/09/19",0.019,0,NA,NA,0,0,"Chausseestr. 3","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",14.06,80.6,NA,0.108,NA,NA,NA,NA,0.0876,0.0207,79.9,"16/09/19",NA,34.5333333333333,23.5933333333333,NA,NA,NA,0,0,0,0,33.4100052666375,FALSE,"Fec:FALSE Tissue:FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0812",0.37,TRUE,-9.67666666666667,NA,15.1239077653844,18.7043546622985,16.6193844826483,19.7213582902535,NA,15.9339154520865,19.2230640501345,7.62028676011122,19.283185869,5.76216488960674,6.42355078994636,13.8750718770035,21.0032702266892,NA,22.327769766034,NA,8.25495723496453,15.2853994069848,17.3793101614796,3.00442962034667,6.98582175379582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.9953,53.1886,2019,"d","m","m","m","m","d","m","m",NA,"95","125","120","90","80",NA,"mm","mm","mm","mm","mm",13,0.8888888889,"17/09/19",0.041,0,NA,NA,0,0,"Chausseestr. 3","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",12.92,73.8,NA,0.0107,NA,NA,NA,NA,0.0367,0.039,69.5,"16/09/19",NA,34.0466666666667,24.37,NA,NA,NA,0,0,0,0,31.5055775640182,FALSE,"Fec:FALSE Tissue:TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0813",0.51,TRUE,-2.01,NA,15.5962283943009,20.6358018469034,15.1467496840716,19.3428434189677,NA,15.0542455748578,21.1508034562994,8.81902121994996,15.9148128120726,6.92339234094703,7.12293775055937,19.5835058948565,23.5967924512979,NA,22.5081463550651,NA,9.49199368718956,19.6601080741829,19.7622959826086,3.68629745049735,8.0059460418021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.7586,53.1406,2019,"d","m","m","m","m","d","m","m",NA,"95","125","120","70/90","80",NA,"mm","mm","mm","mm","mm",13,0.8888888889,"17/09/19",0.029,13,NA,NA,0,0,"Berkenlatten 8","adult",NA,NA,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",16.17,81.4,NA,0.065,NA,NA,NA,NA,0.065,0.0718,69.47,"16/09/19",NA,25.89,23.88,NA,NA,NA,0,2,0,0,27.1663451774788,FALSE,"Fec:FALSE Tissue:TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0817",0.48,TRUE,1.86666666666667,NA,13.7779550662004,20.149574495173,12.3686266974175,18.0566674828655,NA,15.9290970071164,18.1907362270304,8.71094078457882,16.5710739156216,7.24586257440595,7.49264089801379,16.8025856066098,23.3872480136032,NA,23.3391837712592,NA,9.51310583851917,17.8721975061042,18.6748657030355,3.79278636001943,11.8807435396348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.7589,53.0961,2019,"d","m","m","m","m","d","m","m",NA,"95","125","120","90","80",NA,"mm","mm","mm","mm","mm",13,0.8888889,"17/09/19",0.1036,0,NA,NA,0,0,"Neu Temmenerstr. 1","adult",NA,NA,TRUE,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",18.77,83.5,NA,0.02,NA,NA,NA,NA,0.069,0.072,78.4,"16/09/19",NA,23.55,25.4166666666667,NA,NA,NA,0,178,0,0,21.3250151267782,FALSE,"Fec:FALSE Tissue:TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0819",0.69,TRUE,-9.05666666666667,NA,20.5129182830247,22.7961413320399,17.2608545154481,27.7576603580038,NA,12.8875052243101,22.0663298189713,9.62419950508569,16.0980455234429,7.70317517262383,7.92523008006209,21.5717388481128,22.8141360194332,NA,21.4080086329727,NA,10.2373673594692,22.3050436009917,20.9645989186363,4.03999790153286,8.81386261118816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",13.7586,53.1406,2019,"d",NA,"mm","mm","mm","dd","mm","mm",NA,"95","125","120","70/90","80",NA,"mm","mm","mm","mm","mm",12,0.8695652174,"17/09/19",0.0261,0,NA,NA,0,0,"Berkenlatten 8","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",12.64,74.3,NA,NA,NA,NA,NA,NA,NA,NA,65.4,"16/09/19",NA,32.7966666666667,23.74,NA,NA,NA,0,39,0,0,31.5481117680095,FALSE,"Fec:FALSE Tissue:TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0820",0.48,TRUE,-5.48333333333333,19.2479323629754,17.4749969719315,NA,9.20107827556039,18.978451057426,22.3065639153012,9.22305917020966,28.8760424804619,8.59214705225131,13.4812964312668,6.85598841797773,7.14714457291013,7.64789730624431,NA,NA,25.2809842102893,7.4211080925407,9.71876546420319,21.1316342461687,20.1184660842915,3.84129923923959,18.8088522063824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.7586,53.1406,2019,"d","m","m","m","m",NA,"m","m",NA,"95","125","120","90","80/100",NA,"mm","mm","mm","mm","dm",12,0.8823529412,"17/09/19",0.045,0,NA,NA,0,0,"Berkenlatten 8","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",18.88,85.5,NA,0.0205,NA,NA,NA,NA,0.0718,0.0741,78.2,"16/09/19",NA,29.52,24.0366666666667,0,0,143.9,0,17,0,0,29.753069818908,FALSE,"Fec:FALSE Tissue:TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0821",0.35,TRUE,-4.91666666666667,19.4082041028154,21.871513732352,NA,13.4894350453255,17.7852874791881,27.0016598367244,12.2304872136964,21.7895296059237,8.9654264679024,14.1090614983752,7.35113421927951,7.55366568474612,8.29868617273521,NA,NA,24.1625650161094,7.86213729683366,10.3216730082312,22.9771211659426,20.1902202857455,3.9004984482594,20.679365514563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.7586,53.1406,2019,"d","m","m","m","m","d","m",NA,NA,"95","125","120","70","80",NA,"mm","mm","mm","mm","mm",12,0.8823529412,"17/09/19",0.0332,0,NA,NA,0,0,"Berkenlatten 8","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",15.08,79.8,NA,0.0163,NA,NA,NA,NA,0.0537,0.0564,63.2,"16/09/19",NA,30.48,25.5633333333333,0,0,NA,0,113,0,0,30.6575657490025,FALSE,"Fec:FALSE Tissue:TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0824",0.29,TRUE,-9.105,21.0204203589071,22.284800920296,NA,10.248659357627,16.264052651546,26.1350648650984,10.4108410336161,22.548238971336,10.4914976407442,15.6600777763279,8.89253724298544,8.9267117620132,9.26961213567975,NA,NA,24.2281296931375,9.3416192096593,12.4974802728378,23.424606619748,20.6454030332916,4.72062713876955,20.8073736587715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.2281,53.0533,2019,"d","m","d","d","d","d","d","d",NA,"100","100/125","100","70","100",NA,"dd","dm","dd","mm","dd",13,0.2222222,"17/09/19",0.0205,0,NA,NA,0,0,"Zebeldorferstr. ","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DyM",13.27,75.1,NA,0.012,NA,NA,NA,NA,0.0491,0.0538,76.5,"16/09/19",NA,32.48,23.375,NA,NA,NA,0,1,0,0,32.7826488547338,FALSE,"Fec:FALSE Tissue:TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0825",0.36,FALSE,-11.2116666666667,NA,NA,NA,NA,27.4264203485479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.2281,53.0533,2019,"d","m",NA,"d","d","d","d","d",NA,"100","100","100","90","100",NA,"dd","dd","dd","mm","dd",12,0.1764706,"17/09/19",0.0419,0,NA,NA,0,0,"Zebeldorferstr. ","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DyM",16.88,85.4,NA,0.0208,NA,NA,NA,NA,0.0661,0.082,88.6,"16/09/19",NA,34.0766666666667,22.865,NA,NA,NA,0,2,0,0,31.0826786433771,FALSE,"Fec:FALSE Tissue:FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0826",0.38,TRUE,-9.02,19.2014798821993,19.8002608241733,NA,13.4678768119354,20.7755820170777,23.2758050662087,13.3927097928555,21.0908197485537,8.35130154125223,15.6936686147788,6.85739809540693,7.09322042570115,7.54495358253011,NA,NA,22.3209860531841,7.7349477908604,9.3329735204934,21.2314608395788,20.8675430162229,3.2803828096505,20.1517202767627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",13.9878,53.1903,2019,"m",NA,"mm","mm","mm","dd","mm","mm",NA,"95","125","120","90","80",NA,"mm","mm","mm","mm","mm",12,0.9130434783,"17/09/19",0.0416,0,NA,NA,0,0,"Chausseestr. 19","pregnant",4,1,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",17.63,88.1,NA,NA,NA,NA,NA,NA,NA,NA,71.7,"16/09/19",NA,32.3866666666667,23.3666666666667,NA,NA,NA,2,10,0,0,32.1938637756757,FALSE,"Fec:FALSE Tissue:TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0827",0.33,TRUE,-10.18,19.9756573037847,22.1347204817915,NA,10.0512383330457,18.3284123323617,23.577614514126,10.1876520650121,23.575329634584,10.1072927132768,14.4770373729316,7.92000792169934,7.8416303008372,8.8544931736004,NA,NA,22.3655742598118,8.51099225585682,10.7015100316003,20.337828692577,20.3240801496648,3.9811094721312,19.6400694147975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",13.2281,53.0533,2019,"d",NA,"dd","dd","dd","dd","dd","dd",NA,"100","100","100","90","100",NA,"dd","dd","dd","mm","dd",12,0.08695652,"17/09/19",0.0187,0,NA,NA,0,0,"Zebeldorferstr. ","young",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DyM",10.43,68.8,NA,NA,NA,NA,NA,NA,NA,NA,71.3,"16/09/19",NA,33.6833333333333,23.5033333333333,0,0,121.2,0,0,0,0,29.3898194326195,FALSE,"Fec:FALSE Tissue:TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0828",0.56,TRUE,-9.47666666666667,NA,17.273296378636,20.5339375476479,14.4138587233898,22.6795259661794,NA,13.4516174832508,19.2093841651179,9.34312141041675,15.8118905103365,7.57344752330246,7.63743294255101,19.5039300556494,22.3901748215342,NA,22.0074836636886,NA,10.1360001363864,19.5607028751252,20.9546989647338,4.114851357181,8.52573257177861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.7586,53.1406,2019,NA,"m","m","m","m",NA,"m","m",NA,"95/100","125","120","90","100",NA,"dm","mm","mm","mm","dd",11,0.8125,"17/09/19",0.0267,0,NA,NA,0,0,"Berkenlatten 8","adult",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",14.07,79.6,NA,0.0095,NA,NA,NA,NA,0.0545,0.0565,67.2,"16/09/19",NA,33.4766666666667,24,0,0,135.4,0,1,0,0,24.306211552631,FALSE,"Fec:FALSE Tissue:TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
