"Mouse_ID","Feces_Weight","MC.Eimeria","delta_ct_cewe_MminusE","CASP1","CXCL9","CXCR3","IDO1","IFNy","IL.10","IL1RN","IL.6","IRGM1","MPO","MUC2","MUC5AC","MYD88","NCR1","PPIB","PRF1","RETNLB","SOCS1","TICAM1","TNF","GAPDH","IL.13","CD4","Treg","Treg17","Th1","Th17","CD8","Act_CD8","IFNy_CD4","IFNy_CD8","IL17A_CD4","origin","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","Dissection_Date","Spleen","Trichuris_muris","Zfy2","Y","Mastophorus_muris","Catenotaenia_pusilla","Address","Status","Left_Embryo","Right_Embryo","Worms_presence","Heligmosomoides_polygurus","Heterakis_sp","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","Region","Body_Weight","Body_Length","Ectoparasites_Logical","Left_Epididymis","Fleas","Right_Ovarium_Weight","Left_Ovarium_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Tail_Length","Trap_Date","eimeriaSpecies","Ct.Eimeria","Ct.Mus","Oocyst_Predict_Crypto","ILWE_Crypto_Ct","ILWE_DNA_Content_ng.microliter","Aspiculuris_sp","Syphacia_sp","Taenia_sp","Hymenolepis_sp","FEC_Eim_Ct","MC.Eimeria.FEC","MCs","infection","end_rel_weight","experiment","primary_infection","challenge_infection","mouse_strain","labels","weight","weight_dpi0","relative_weight","dpi","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","OO4sq","OOC","infection_history","IFNy_CEWE","IFNy_MES","IRG6","IL.12","IL.12A","IL.17A","Position","Div_Treg","Div_Th1","Div_Th17","Div_Act_CD8","OPG_O","IFNy_FEC","Caecum","Treg_prop","batch","max_dpi","max_OOC","max_WL","death","hybrid_status","Parasite_primary","Parasite_challenge","dpi_max","CD4_imp","Treg_imp","Div_Treg_imp","Treg17_imp","Th1_imp","Div_Th1_imp","Th17_imp","Div_Th17_imp","CD8_imp","Act_CD8_imp","Div_Act_CD8_imp","IFNy_CD4_imp","IFNy_CD8_imp","IL17A_CD4_imp","IFNy_imp","CXCR3_imp","IL.6_imp","IL.13_imp","IL.10_imp","IL1RN_imp","CASP1_imp","CXCL9_imp","IDO1_imp","IRGM1_imp","MPO_imp","MUC2_imp","MUC5AC_imp","MYD88_imp","NCR1_imp","PRF1_imp","RETNLB_imp","SOCS1_imp","TICAM1_imp","TNF_imp"
"AA_0376",0.65,NA,NA,21.391521919593,18.9248061547059,20.2862384696248,21.003948673642,22.1085045123874,23.8912831292662,18.6026781360217,23.6011470719113,8.88164740883841,19.541912910008,6.94598467928633,7.44780014848928,12.8924418578144,NA,18.142452670982,23.440049539615,8.93132842848584,9.63506129041692,22.3456473723802,21.8316246965325,3.49230963098886,19.0040829583955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",13.4864,53.1275,2017,"m",NA,"mm","mm",NA,"dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",12,0.913043478,"16/09/17",0.0319,0,NA,NA,0,0,"Lychenerstrasse 28 17268 templin","adult",0,0,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",15.72,84.36,FALSE,NA,FALSE,0.0042,0.0032,NA,NA,NA,78.88,"15-09-17",NA,NA,NA,1001,32.75,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0381",0.06,NA,NA,25.433975889765,22.678618872693,NA,14.3498827390613,18.1025752307676,NA,14.1393103425922,NA,11.6675310513432,18.27013327896,10.6266625596887,11.1043626352002,12.0196664446163,NA,NA,NA,13.1129208776176,12.2044440447013,22.2417387469451,26.4849024827132,5.62025064447521,20.9948034247394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.8975,52.2761,2017,"d","m","m","d","m","d","d","d","94","95/100","100","100/120","90","100","dd","dm","dd","dm","mm","dd",14,0.35,"16/09/17",24,0,NA,NA,0,0,"Rieplos berghof 2 15859 Rieplos (Storkow)","adult",NA,NA,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",13.07,73.4,FALSE,0.0034,FALSE,NA,NA,NA,15,0.0162,76.44,"15-09-17",NA,NA,NA,0,0,NA,2,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0385",0.29,NA,NA,20.0314218795505,21.3075683691999,20.5945379180985,10.5686520545062,18.2002959911229,NA,7.76140681485286,26.9792854141018,8.85343456622152,10.8839113297199,7.28876775539922,6.49008285663091,24.9112253243963,24.351856836874,20.4953307465117,NA,7.81173117530478,9.58418210203751,NA,20.2932334696557,3.18678073416505,7.6436347228042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.8975,52.2761,2017,"d","m","m","d","d","d","d","d","100","95/100","100","100","100","80","mm","dm","dd","dd","dd","mm",14,0.35,"16/09/17",0.0356,0,NA,NA,0,0,"Rieplos berghof 2 15859 Rieplos (Storkow)","adult",NA,NA,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",15.42,78.95,FALSE,0.0147,FALSE,NA,NA,0.0193,72,0.0718,70.3,"15-09-17",NA,NA,NA,0,0,NA,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0386",0.32,NA,NA,21.28075626922,16.4328870625692,NA,10.9120891558418,16.2646092664558,21.9233376482895,10.3918114002835,24.0637097110346,9.9988881958336,15.4569061688732,8.64624576798228,8.87938883811697,9.02221908171331,NA,NA,26.5641173663743,9.98310230762733,10.7238259240814,18.5201810870773,18.4433777120169,4.54642511454779,16.3500059714002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.8975,52.2761,2017,"d","m","m","d","m","d","d","d","100","95/100","100","100","100","80","mm","dm","dd","dd","dd","mm",14,0.4,"16/09/17",0.0118,0,NA,NA,0,0,"Rieplos berghof 2 15859 Rieplos (Storkow)","adult",NA,NA,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",9.09,64.49,FALSE,NA,FALSE,NA,NA,NA,0.0121,0.0081,58.53,"15-09-17",NA,NA,NA,NA,NA,NA,0,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0389",0.25,NA,NA,NA,17.3785428430901,19.9620194103849,12.0548300659415,19.0476956657887,NA,11.0178685861299,20.3607553762849,10.6610405893876,16.9724334514672,9.05758101445389,9.55900844934882,15.0970873820604,21.5494459710661,NA,22.3390763561608,NA,11.521213113926,16.7644149890094,19.4053532606903,5.26505371397304,10.8579304029711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",14.1442,52.0172,2017,"d","m","m","m","m","m","m","m","94","95","125","120","100","100","dd","mm","mm","mm","dd","dd",14,0.65,"16/09/17",33,0,NA,NA,0,0,"Guhlener dorfstrasse 29 15913 Schwielochser","adult",NA,NA,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",15.33,81.51,FALSE,0.0209,FALSE,NA,NA,0.1044,0.0594,0.0644,75.03,"15-09-17",NA,NA,NA,NA,NA,NA,16,19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0390",0.86,NA,NA,NA,23.2454638377008,20.2478931004288,21.8178379486925,23.0754449934281,NA,19.9110617046855,22.5340283805989,8.7373082027171,22.0322283475835,10.4804498970391,21.1987169505398,22.6297638560305,20.744445097039,NA,26.2951397156027,NA,10.2505546335798,24.017625301619,26.7573183139556,4.3657672298476,18.2083838564454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.8975,52.2761,2017,"d","m","m","d","d","d","d","d","94","95/100","100","100","100","80","dd","dm","dd","dd","dd","mm",14,0.25,"16/09/17",0.0252,0,NA,NA,0,0,"Rieplos berghof 2 15859 Rieplos (Storkow)","adult",NA,NA,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",15.94,80.19,FALSE,NA,FALSE,NA,NA,NA,0.0107,0.0113,71.35,"15-09-17",NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0393",0.13,NA,NA,NA,13.563934235519,16.675489416944,10.5224799074597,17.3958419026113,NA,9.43060661556645,20.8831554818612,8.72011489043462,15.1252072053571,7.20037472405208,7.27596166293759,15.4131686144439,20.081255583926,NA,19.8544549023833,NA,9.57217207150246,16.8012404487535,17.15999266803,3.76836629672397,8.43755999116993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",14.1442,52.0172,2017,"d",NA,"mm","mm","mm","mm","mm","mm",NA,"95","100/125","120","70/100","80",NA,"mm","dm","mm","dm","mm",12,0.869565217,"16/09/17",49,9,NA,NA,0,0,"Guhlener dorfstrasse 29 15913 Schwielochser","post partum",0,0,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",19.03,85.09,FALSE,NA,FALSE,NA,NA,NA,NA,NA,75.59,"15-09-17",NA,NA,NA,230,34.92,NA,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0394",0.6,NA,NA,20.3015777830622,17.4612609035901,NA,19.8499454591199,NA,NA,15.7879630532459,21.4467146243309,6.48132360344746,17.4618346680829,5.0824718209396,5.55632283953492,20.8867779792221,21.9981938804517,NA,NA,NA,14.1119767953721,NA,19.9312993342503,NA,6.26007083366722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",14.1808,52.0747,2017,"m",NA,"mm","dm","dd","dm","mm","mm","94/100","95/100","100/125","120","70","100","dm","dm","dm","mm","mm","dd",13,0.64,"16/09/17",0.0275,0,NA,NA,0,0,"Sawaller dorfstrasse 10 15848","adult",0,0,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",15.82,83.2,FALSE,NA,FALSE,0.0034,3,NA,NA,NA,78.85,"15-09-17",NA,NA,NA,1340,32.32,NA,0,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0395",0.06,NA,NA,21.1043003178717,18.7849853163401,NA,12.1088752183461,20.6389201354281,22.3910539624375,10.8412580426175,21.2056289676761,8.32149904209352,13.2606250819298,6.54880081186356,6.64863146326103,8.42475063274685,NA,NA,25.9900676977691,7.1358828575242,9.21832500385448,18.5334324648508,19.0251768686412,3.4200575054635,16.5068117123571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",14.1442,52.0172,2017,"d",NA,"mm","mm",NA,"mm","mm","mm","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm",12,0.869565217,"16/09/17",0.01,0,NA,NA,0,0,"Guhlener dorfstrasse 29 15913 Schwielochser","adult",NA,NA,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",7.98,62.51,FALSE,NA,FALSE,NA,NA,NA,NA,NA,58.21,"15-09-17",NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0396",0.01,NA,NA,25.5253840141831,17.7572720150991,NA,17.7213331872125,23.6226664064808,25.1865772661889,18.3450178628676,NA,13.9999596620884,22.6746478313452,14.9034556928049,17.3773864258487,14.7785273805382,NA,NA,26.434730284227,14.5886322457519,17.0439731665624,22.6831905773867,22.2299744951701,9.81046699806453,21.3411562054236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",14.1442,52.0172,2017,"d",NA,"mm",NA,"dd","mm","mm","mm","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",12,0.826086957,"16/09/17",0.05,1,NA,NA,0,0,"Guhlener dorfstrasse 29 15913 Schwielochser","adult",0,0,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",13.89,77.14,FALSE,NA,FALSE,NA,NA,NA,NA,NA,71.84,"15-09-17",NA,NA,NA,NA,NA,NA,0,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0397",0.02,NA,NA,NA,NA,NA,20.468574393287,23.2377029336953,24.5664628749063,19.1952346772315,NA,17.6204636890134,27.1399587777232,16.1958891157049,17.4951790758497,18.5009044933105,NA,NA,NA,18.5482630063315,18.1683459846416,NA,23.405120639047,11.8878084872504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",14.1442,52.0172,2017,"d","m","m","m","m","m","m","m","94","95","125","120","100","80","dd","mm","mm","mm","dd","mm",14,0.75,"16/09/17",0.03,4,NA,NA,0,0,"Guhlener dorfstrasse 29 15913 Schwielochser","adult",NA,NA,TRUE,0,0,"Alice","March2018",12,13,20,10,7,16,10,10,12.25,0.1,61250000,8,"mus",9.09,65.73,FALSE,NA,FALSE,NA,NA,NA,NA,NA,58.12,"15-09-17",NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0399",0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1651351811228,15.9175903447112,15.3670443737333,24.7105692389737,18.9766461287257,NA,NA,NA,NA,21.5463499372536,NA,NA,15.3645746089435,21.8790745843426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",14.1442,52.0172,2017,"d",NA,"mm","mm","mm","mm","mm","mm","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm",13,0.88,"16/09/17",0.07,0,NA,NA,0,0,"Guhlener dorfstrasse 29 15913 Schwielochser","adult",0,0,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",17.73,85.83,TRUE,NA,TRUE,NA,NA,NA,NA,NA,42.77,"15-09-17",NA,NA,NA,1555,32.1,NA,4,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0400",0.3,NA,NA,25.0888882039104,24.1633042473895,NA,NA,24.2305996528567,NA,23.2739608454812,NA,13.4586212394723,28.3778851082701,16.8822818530825,NA,19.971479100861,NA,NA,24.0309543061025,19.4958660523544,15.0012122233696,28.144594990537,24.8615914236167,7.81199633971056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",14.1736,52.0892,2017,"m",NA,"mm","mm","mm","dm","dm","dm","100","95/100","125","120","70/90","80","mm","dm","mm","mm","mm","mm",13,0.84,"16/09/17",0.01,0,NA,NA,0,0,"Beeskower strasse 6 ","young",0,0,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",8.63,64.55,FALSE,NA,FALSE,NA,NA,NA,NA,NA,47.5,"15-09-17",NA,NA,NA,NA,NA,NA,0,118,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0401",0.27,NA,NA,NA,24.9106681712825,25.9283605038838,NA,NA,NA,NA,NA,22.0204933596901,NA,19.4093606384039,25.2349121846753,24.440159051143,NA,20.7899066308281,NA,NA,22.0070517674587,NA,NA,16.4146672858426,25.2120964845519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",14.1808,52.0747,2017,"m",NA,"mm","mm","mm","mm","mm","mm","100","95","100/125","120",NA,"100","mm","mm","dm","mm",NA,"dd",12,0.869565217,"16/09/17",0.02,0,NA,NA,1,0,"Sawaller dorfstrasse 10 15848","adult",0,0,TRUE,0,1,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",14.04,75.24,TRUE,NA,TRUE,NA,NA,NA,NA,NA,67.14,"15-09-17",NA,NA,NA,1194,32.49,NA,0,14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0402",0.01,NA,NA,22.5269082565752,19.4329293939374,22.2210182812919,10.5561139650831,15.7080228951858,NA,10.0495394837264,22.8047749237858,10.2749032877533,16.0418030616284,8.75996649113645,8.69102214783842,20.4811527606005,23.1479420999382,17.9002399860275,NA,9.69150695207176,10.5190896549647,NA,23.363089159817,5.1252119271111,8.50639237475973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",14.1808,52.0747,2017,"m",NA,"mm","mm","mm","mm","mm","mm","94","95","100/125","100/120","70/100","80","dd","mm","dm","dm","dm","mm",13,0.8,"16/09/17",0.06,0,NA,NA,3,0,"Sawaller dorfstrasse 10 15848","adult",0,0,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",20.85,83.73,FALSE,NA,FALSE,NA,NA,NA,NA,NA,88.63,"15-09-17",NA,NA,NA,1721,31.95,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0404",0.63,NA,NA,NA,24.1385661125216,22.8787290112217,16.7461589609892,20.9301423099212,NA,14.7353594925215,NA,12.4877432242585,22.4131814252145,11.7571126342961,12.5876952687005,24.9411540927703,24.5396280055306,NA,25.4832233095953,NA,13.7162141283327,21.4309747878432,26.7127859506822,6.78585497555035,13.090250898448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",14.1736,52.0892,2017,"m",NA,"mm","mm","mm","dm","dm","dd","100","95/100","125","120","70/90","80","mm","dm","mm","mm","mm","mm",13,0.8,"16/09/17",0.02,0,NA,NA,0,0,"Beeskower strasse 6 ","young",0,0,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",8.06,60.24,FALSE,NA,FALSE,NA,NA,NA,NA,NA,54.37,"15-09-17",NA,NA,NA,0,0,NA,0,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0406",0.31,NA,NA,27.8120461274886,NA,NA,NA,28.62045418901,24.4364383721915,22.6116331303035,NA,16.9883839148617,NA,19.2601246618205,NA,21.9291050919963,NA,NA,NA,20.9195666617104,17.9823883631948,NA,NA,11.5497268251598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",13.4864,53.1275,2017,"m",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",13,0.92,"16/09/17",0.03,0,NA,NA,0,0,"Lychenerstrasse 28 17268 templin","adult",0,0,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",13.4,73.71,FALSE,NA,FALSE,NA,NA,NA,NA,NA,63.71,"15-09-17",NA,NA,NA,0,0,NA,0,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AA_0407",0.35,NA,NA,NA,NA,25.7520982220455,21.9434683264856,NA,NA,20.73183208992,NA,16.5230390895009,29.9169013969436,16.5053979424082,18.9558384813361,24.8694398404071,NA,21.3445049770253,NA,16.9789430572208,16.9867727437995,NA,25.4816433394939,11.4289291175118,18.4452430612784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",14.1442,52.0172,2017,"d","m","m","m","m","m","m","m","94","95","125","120","100","80/100","dd","mm","mm","mm","dd","dm",13,0.684210526,"16/09/17",0.02,0,NA,NA,0,0,"Guhlener dorfstrasse 29 15913 Schwielochser","adult",NA,NA,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",10.87,70.13,FALSE,NA,FALSE,NA,NA,NA,NA,NA,59.16,"15-09-17",NA,NA,NA,845,33,NA,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
