"infection","Mouse_ID","end_rel_weight","experiment","primary_infection","challenge_infection","mouse_strain","labels","weight","weight_dpi0","relative_weight","Feces_Weight","dpi","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","OO4sq","OOC","infection_history","MC.Eimeria","delta_ct_cewe_MminusE","IFNy_CEWE","IFNy_MES","IRG6","IL.12","IL.12A","PPIB","IL.17A","GAPDH","Position","CD4","Treg","Div_Treg","Treg17","Th1","Div_Th1","Th17","Div_Th17","CD8","Act_CD8","Div_Act_CD8","IFNy_CD4","IFNy_CD8","OPG_O","IFNy_FEC","Caecum","Treg_prop","IL17A_CD4","batch","hybrid_status","Parasite_primary","Parasite_challenge","dpi_max","WL_max","origin","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","Dissection_Date","Spleen","Trichuris_muris","Zfy2","Y","Mastophorus_muris","Catenotaenia_pusilla","Address","Status","Left_Embryo","Right_Embryo","Worms_presence","Heligmosomoides_polygurus","Heterakis_sp","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","Region","Body_Weight","Body_Length","Ectoparasites_Logical","Left_Epididymis","Fleas","Liver","Right_Ovarium_Weight","Left_Ovarium_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Tail_Length","Trap_Date","eimeriaSpecies","Ct.Eimeria","Ct.Mus","Oocyst_Predict_Crypto","ILWE_Crypto_Ct","ILWE_DNA_Content_ng.microliter","Ticks","Host","Aspiculuris_sp","Syphacia_sp","Taenia_sp","Hymenolepis_sp","Sperm","FEC_Eim_Ct","MC.Eimeria.FEC","MCs","IFNy","CXCR3","IL.6","IL.13","IL1RN","CASP1","CXCL9","IDO1","IRGM1","MPO","MUC2","MUC5AC","MYD88","NCR1","PRF1","RETNLB","SOCS1","TICAM1","TNF"
NA,"AA0312",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3169982613543,NA,9.56800177545237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",14.0953,52.7383,2017,"m",NA,"mm","mm","mm","mm","mm","mm","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",13,0.96,"14/09/17",0.07,1,NA,NA,0,0,"Alt Gaul 26b 16269 Wriezen florian köhler","adult",0,0,TRUE,0,0,"Alice","March2018",7,5,6,7,7,4,9,7,6.5,1,144444.444444444,8,"mus",19.84,78.14,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,68.08,"13-09-17",NA,NA,NA,69,36.68,NA,NA,NA,0,260,0,0,NA,NA,NA,NA,1.26,3.42,NA,NA,0.06,1.65,NA,0.18,0.99,NA,0.35,0.11,13.36,NA,NA,0.91,0.81,31.71,9.4
NA,"AA0314",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.92296510329624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.8675,52.2428,2017,"d","m","d","m","d","d","d","d","94","100","125","100","70","100","dd","dd","mm","dd","mm","dd",14,0.3,"14/09/17",28,0,NA,NA,0,0,"Pferdefreunde klein-schauen alte-dorfstrasse 31 15859 stokow","adult",NA,NA,NA,0,0,"Alice","March2018",5,9,4,6,7,15,16,12,9.25,0.1,7708333.33333333,8,"DyM",13.68,66.99,FALSE,26,FALSE,NA,NA,NA,45,83,86,83.2,"13-09-17",NA,NA,NA,0,0,NA,NA,NA,0,17,0,0,NA,NA,NA,NA,0.03,NA,NA,0.01,0.51,0.32,NA,0.19,0.62,0.21,0.64,0.83,18.34,NA,1.56,0.76,0.69,NA,0.24
NA,"AA0316",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.91020135896827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",14.1161,52.7914,2017,NA,"m","m","m","m","m","m","m","94","100","100/125","120","70","100","dd","dd","dm","mm","mm","dd",13,0.631578947,"14/09/17",0.02,0,NA,NA,0,0,"Croustillier 17, 16259 oderage","adult",NA,NA,TRUE,0,5,"Alice","March2018",13,14,9,7,6,6,8,12,9.375,1,302419.35483871,8,"mus",10.59,69.08,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,62.84,"13-09-17",NA,NA,NA,6191,30.06,NA,NA,NA,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,NA,0,NA,0.06,NA,15.98,0,1.22,NA,NA
NA,"AA0317",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1280592930949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.8675,52.2428,2017,"d","m","d","m","d","d","d","d","94","100","100/125","100","70/100","80/100","dd","dd","dm","dd","dm","dm",14,0.25,"14/09/17",0.03,0,NA,NA,0,0,"Pferdefreunde klein-schauen alte-dorfstrasse 31 15859 stokow","adult",NA,NA,NA,0,0,"Alice","March2018",1,3,1,0,0,0,0,1,0.75,0.1,153061.224489796,8,"DyM",17.55,82.54,FALSE,0.0263,FALSE,NA,NA,NA,0.1048,0.1097,0.1111,84.4,"13-09-17",NA,NA,NA,128,35.78,NA,NA,NA,0,18,0,0,NA,NA,NA,NA,13.28,NA,NA,0.35,1.59,14.47,13.08,0.5,1.5,3.2,0.2,0.16,22.42,NA,NA,0.04,0.72,12.12,NA
NA,"AA0319",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6632141654651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",13.8103,51.8978,2017,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","70","100","dd","dd","dd","dd","mm","dd",13,0.08,"14/09/17",0.02,9,NA,NA,0,0,"dubener hauptstrasse 24","adult",0,0,TRUE,0,0,"Alice","March2018",24,45,26,22,22,19,32,17,25.875,0.1,3080357.14285714,8,"DyM",14.2,73.41,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,74.28,"13-09-17",NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43,NA,0.76,0.25,0.27,NA,5.66,NA,NA,0.03,0.16,1.56,1.79
NA,"AA0320",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.845703877729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.8103,51.8978,2017,"d","m","d","d","d","d","d","d","94",NA,"100","100","100","100","dd",NA,"dd","dd","dd","dd",13,0.055555556,"14/09/17",0.0509,0,NA,NA,0,0,"dubener hauptstrasse 24","adult",NA,NA,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",16.37,79.23,FALSE,0.0237,FALSE,NA,NA,NA,0.1369,0.0702,0.0702,84.3,"13-09-17",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,33.88,NA,NA,0.05,5.9,0.93,0.8,9.09,0.85,6.05,1.17,1.52,51.53,NA,0.47,0.96,0.84,2,0.86
NA,"AA0323",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24747023462665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",13.4622,53.1119,2017,"m",NA,"mm",NA,"mm","dd","mm","mm","100","95","100/125","120","90/100","80","mm","mm","dm","mm","dm","mm",12,0.826086957,"15/09/17",0.0137,0,NA,NA,0,0,"Dorretenhof Gut Doretenhof 2/3","adult",0,0,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",8.1,69.25,FALSE,NA,FALSE,NA,0.0016,1,NA,NA,NA,60.8,"14-09-17",NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1.17,NA,0.93,0.03,8.11,1.25,0.21,7.79,0.95,6.67,1.39,2.11,63.98,NA,1.65,1.79,0.81,0.84,1.02
NA,"AA0329",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.29443243586453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",14.0189,51.9661,2017,"m","m","m","m","m","m","m","m","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",14,1,"15/09/17",0.0206,0,NA,NA,0,0,"Haus am See 23 Briesensee",NA,NA,NA,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",16.09,80.24,FALSE,0.0178,FALSE,NA,NA,NA,0.0869,0.0603,0.0618,80.38,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,25.51,NA,0.22,0.27,4.83,2.03,1.71,7.76,0.81,3.55,1.31,1.55,49.8,NA,0.07,1.81,1.01,3.75,1.11
NA,"AA0330",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1627588670609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.9906,52.5692,2017,"d",NA,"m","m","d","m","m","m","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",13,0.894736842,"15/09/17",0.0206,0,NA,NA,0,0,"Alt-Ruhlsdorf strasse 14 15344 Straussberg",NA,NA,NA,TRUE,0,0,"Lorenzo","2017",0,0,0,0,0,0,0,0,0,1,0,8,"mus",15.75,82.68,FALSE,0.0185,FALSE,NA,NA,NA,0.1134,62,0.0641,77.85,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,NA,NA,NA,NA,2.64,NA,NA,1.81,0.38,NA,NA,0.26,0.73,NA,0.26,0.09,5.09,NA,NA,1.2,0.39,75.32,NA
NA,"AA0331",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.26318724942669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",13.4781,53.1153,2017,"m",NA,"mm","mm","mm","mm","mm","mm",NA,"95","125","120","90/100","80",NA,"mm","mm","mm","dm","mm",12,0.956521739,"15/09/17",36,0,NA,NA,1,0,"TEMP1",NA,0,0,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",16.77,80.89,FALSE,NA,FALSE,NA,6,45,NA,NA,NA,75.87,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,12,214,0,0,NA,NA,NA,NA,8.96,NA,2.8,0.26,6.69,0.31,1.6,11.55,0.87,4.76,1.3,1.72,33.44,NA,4.49,1.9,1.09,1.42,5.17
NA,"AA0332",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.268968685133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",13.4781,53.1153,2017,"m",NA,"mm","mm","mm","dm","mm","mm",NA,"95","125","120","90","80",NA,"mm","mm","mm","mm","mm",12,0.956521739,"15/09/17",0.0306,0,NA,NA,0,0,"TEMP1","post partum (lactating)",0,0,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",16.89,82.56,FALSE,NA,FALSE,NA,0.0041,0.0032,NA,NA,NA,76.29,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,7,6,0,0,NA,NA,NA,NA,0.92,NA,NA,2.21,0.61,NA,NA,2.02,0.98,NA,3.81,0.03,41.07,NA,68.77,1.05,0.44,142.92,48.28
NA,"AA0334",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.00971949123449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",14.0078,52.6825,2017,"m","m","m","m","m","m",NA,"m","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",13,0.947368421,"15/09/17",0.0209,0,NA,NA,0,0,"Hauptstrasse 58 15345 Harnedorf",NA,NA,NA,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",12.16,73.26,FALSE,0.0173,FALSE,NA,NA,NA,0.1107,0.0718,0.0748,68.44,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,57.08,NA,0.8,0.16,6.89,0.19,0.03,8.93,0.76,3.64,1.36,1.63,59.46,NA,0.98,1.58,0.92,2.61,4.63
NA,"AA0336",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.72519108344368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.4781,53.1153,2017,"m","m","m","m","d","m","m","m",NA,"95","125","120","70/90","80",NA,"mm","mm","mm","mm","mm",13,0.944444444,"15/09/17",0.0103,0,NA,NA,0,2,"TEMP1","young",NA,NA,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",5.26,55.3,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,53.09,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,0,70,0,0,NA,NA,NA,NA,22.86,NA,6.47,1.07,6.37,0.13,0.98,7.12,1.07,3.27,1.66,1.24,72.98,NA,0.41,2.89,1.12,16.52,10.26
NA,"AA0338",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2458619151774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.8339,52.2694,2017,"d","m","m","d","d","d","d","d","94","100","100","100","100","80/100","dd","dd","dd","dd","dd","dm",14,0.15,"15/09/17",0.0371,0,NA,NA,0,0,"Spreehagenstr. 1 15754 Heidesee",NA,NA,NA,TRUE,0,0,"Alice","March2018",1,0,1,0,2,1,5,2,1.5,0.1,2e+05,8,"DyM",17.49,82.87,FALSE,0.0257,FALSE,NA,NA,NA,148,0.0827,0.0852,90.18,"14-09-17",NA,NA,NA,0,0,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,0.61,NA,0.24,0.04,5.83,0.53,0.35,4.67,1.07,5.85,1.63,2.25,69.77,NA,0.09,1.89,1.26,0.34,0.12
NA,"AA0341",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91197287566244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",13.4864,53.1275,2017,"m",NA,"mm","mm","mm","dd","mm",NA,"100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",12,0.913043478,"15/09/17",0.0334,0,NA,NA,0,0,"Lychenerstrasse 28 17268 templin",NA,0,0,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",15.8,80.13,FALSE,NA,FALSE,NA,0.0039,0.0046,NA,NA,NA,63.74,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,7,2,0,0,NA,NA,NA,NA,4.26,NA,0.17,0.36,4.98,1.37,0.75,4.47,0.99,4.58,1.64,1.69,72.22,NA,0.22,1.36,1.24,7.85,136.9
NA,"AA0342",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.71804932004362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",13.4589,53.1247,2017,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",13,0.84,"15/09/17",36,0,NA,NA,0,0,"JOACHIM3","pregnant",1,2,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",17.21,78.79,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,76.52,"14-09-17",NA,NA,NA,0,0,NA,NA,NA,67,0,0,0,NA,NA,NA,NA,0.01,0.39,0.89,36.12,61.16,7.82,1.57,NA,19.21,43.21,17.48,22.61,0.01,1.96,NA,0,1.05,NA,5.22
NA,"AA0345",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7221221597037,NA,4.09171879592759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.4408,53.0497,2017,"d","m","m","m","m","d","m","m","100","95/100","100/125","120","90","80","mm","dm","dm","mm","mm","mm",14,0.8,"15/09/17",0.03,0,NA,NA,0,0,"Dorfstrasse 84 Storkow","young",NA,NA,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",9.25,64.07,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,58.32,"14-09-17",NA,NA,NA,606,33.49,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,0,0.85,NA,0.01,2.9,0.44,0.21,2.74,0.75,2.03,1.1,1.68,48.82,0.04,0.14,2.02,0.92,0.36,0.24
NA,"AA0347",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.54534076783417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.4408,53.0497,2017,"d","m","m","m","m","d","m","m","100","100","100/125","120",NA,"80","mm","dd","dm","mm",NA,"mm",12,0.705882353,"15/09/17",0.02,0,NA,NA,0,0,"Dorfstrasse 84 Storkow","young",NA,NA,NA,0,0,"Alice","March2018",0,0,0,0,1,1,0,0,0.25,0.1,625000,8,"mus",6.77,64.54,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,59.54,"14-09-17",NA,NA,NA,2979,31.14,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,12.79,19.27,7.98,49.95,6.26,NA,475.61,11.14,1.95,2.57,2.09,1.9,6.32,7.37,43.9,NA,1.02,95.69,99.35
NA,"AA0348",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6522314820857,NA,4.68192890455254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.4408,53.0497,2017,"d","m","m","m","m","m","m","m","100","95","100/125","120",NA,"100","mm","mm","dm","mm",NA,"dd",13,0.777777778,"15/09/17",0.07,8,NA,NA,15,0,"Dorfstrasse 84 Storkow",NA,NA,NA,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",17.49,77.47,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,67.8,"14-09-17",NA,NA,NA,195,35.16,NA,NA,NA,9,0,0,0,NA,NA,NA,NA,0.01,1.32,1.66,0.06,0.08,0.4,0.3,0.01,0.73,1.17,1.43,1.5,21.76,NA,0.28,1.9,0.75,0.64,32.49
NA,"AA0350",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7753108553265,NA,8.13082452613327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.4408,53.0497,2017,"d","m","m","m","m","d","m","m","100","95/100","100","120","90","80","mm","dm","dd","mm","mm","mm",14,0.75,"15/09/17",0.05,0,NA,NA,0,0,"Dorfstrasse 84 Storkow",NA,NA,NA,NA,0,0,"Alice","March2018",3,0,2,1,1,1,1,2,1.375,1,30555.5555555556,8,"mus",17.18,80.78,TRUE,0.0176,TRUE,NA,NA,NA,54,0.0651,0.0662,71.76,"14-09-17",NA,NA,NA,0,0,NA,NA,NA,0,27,0,0,NA,NA,NA,NA,15.35,0.48,13.96,17.33,4.58,4.86,0.96,6.57,0.97,1.49,0.88,5.36,0.06,NA,NA,1.16,0.37,NA,NA
NA,"AA0352",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.92761991392103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","M",13.4408,53.0497,2017,"d","m","m","m","m","d","m","m","100","95","100/125","120","90/100","80","mm","mm","dm","mm","dm","mm",14,0.8,"15/09/17",0.04,9,NA,NA,0,0,"Dorfstrasse 84 Storkow",NA,NA,NA,TRUE,0,0,"Alice","March2018",0,1,1,2,0,2,0,0,0.75,1,6048.38709677419,8,"mus",16.56,79.77,TRUE,17,TRUE,NA,NA,NA,91,0.07,77,70.3,"14-09-17",NA,NA,NA,5708,30.18,NA,NA,NA,17,20,0,0,NA,NA,NA,NA,NA,1.66,NA,0.2,NA,NA,6.77,0.01,0.78,NA,0.02,NA,0.01,NA,NA,NA,1.4,NA,0.22
NA,"AA0358",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4816143089099,NA,4.03621485074095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dd","mm","mm","94","95/100","100/125","120","100","80","dd","dm","dm","mm","dd","mm",13,0.64,"15/09/17",0.09,0,NA,NA,0,0,"Dorfstrasse 84 Storkow","pregnant",0,0,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",26.7,89.31,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,73.95,"14-09-17",NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0.01,0.6,NA,0.05,0.08,0.34,0.11,0.02,0.72,1.38,0.8,0.39,6.18,0.21,0.76,0.53,0.53,1.54,0.14
NA,"AA0360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42105519935659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",13.4408,53.0497,2017,"d",NA,"mm","mm",NA,"dd","mm","mm","100","95/100","100","120","90","80","mm","dm","dd","mm","mm","mm",12,0.739130435,"15/09/17",0.01,0,NA,NA,0,0,"Dorfstrasse 84 Storkow",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",10.9,70.26,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,68.28,"14-09-17",NA,NA,NA,851,32.99,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0.63,3.16,1.06,28.57,4.8,NA,3.85,4.43,0.74,2.18,1.31,1.87,0.46,3.45,5.02,NA,1.07,3.13,3.18
NA,"AA0368",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.74836760646278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Field","F",13.4864,53.1275,2017,"m",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",13,0.92,"16/09/17",0.0476,0,NA,NA,0,0,"Lychenerstrasse 28 17268 templin","adult",0,0,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",16.53,88.37,FALSE,NA,FALSE,NA,0.0057,0.0064,NA,NA,NA,74.11,"15-09-17",NA,NA,NA,133,35.73,NA,NA,NA,0,5,0,0,NA,NA,NA,NA,0.01,NA,0.01,0,0.01,1.19,0.04,0,2.94,0.01,2.71,4.43,14.46,NA,0.08,0.59,3.21,0.18,0.22
