"infection","Mouse_ID","end_rel_weight","experiment","primary_infection","challenge_infection","mouse_strain","labels","weight","weight_dpi0","relative_weight","Feces_Weight","dpi","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","OO4sq","OOC","infection_history","MC.Eimeria","delta_ct_cewe_MminusE","IFNy_CEWE","IFNy_MES","IRG6","IL.12","IL.12A","PPIB","IL.17A","GAPDH","Position","CD4","Treg","Div_Treg","Treg17","Th1","Div_Th1","Th17","Div_Th17","CD8","Act_CD8","Div_Act_CD8","IFNy_CD4","IFNy_CD8","OPG_O","IFNy_FEC","Caecum","Treg_prop","IL17A_CD4","batch","hybrid_status","Parasite_primary","Parasite_challenge","dpi_max","WL_max","origin","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","Dissection_Date","Spleen","Trichuris_muris","Zfy2","Y","Mastophorus_muris","Catenotaenia_pusilla","Address","Status","Left_Embryo","Right_Embryo","Worms_presence","Heligmosomoides_polygurus","Heterakis_sp","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","Region","Body_Weight","Body_Length","Ectoparasites_Logical","Left_Epididymis","Fleas","Liver","Right_Ovarium_Weight","Left_Ovarium_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Tail_Length","Trap_Date","eimeriaSpecies","Ct.Eimeria","Ct.Mus","Oocyst_Predict_Crypto","ILWE_Crypto_Ct","ILWE_DNA_Content_ng.microliter","Ticks","Host","Aspiculuris_sp","Syphacia_sp","Taenia_sp","Hymenolepis_sp","Sperm","FEC_Eim_Ct","MC.Eimeria.FEC","MCs","IFNy","CXCR3","IL.6","IL.13","IL1RN","CASP1","CXCL9","IDO1","IRGM1","MPO","MUC2","MUC5AC","MYD88","NCR1","PRF1","RETNLB","SOCS1","TICAM1","TNF"
"challenge","LM0400",101.717451523546,"E11","E64","E64","SCHUNT_SCHUNT","E11bBNQ",17.2,18.05,95.2908587257618,1.23,4,0,0,0,0,1,0,0,"ferrisi_ferrisi",TRUE,-4.81833506876557,NA,NA,NA,NA,26.4514637910226,16.4034526267991,23.3410723798787,3.28869132036946,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F0 M. m. domesticus","E_ferrisi","E_ferrisi",8,-4.70914127423821,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51,4.8,0.13,0.76,1.34,18.25,1.32,4.84,6.57,13.84,9.59,38.78,468.53,3.57,3.27,4.13,7.59,0.78,2.7
"challenge","LM0401",97.8586723768737,"E11","UNI","UNI","SCHUNT_SCHUNT","E11bEGJ",18.23,18.68,97.5910064239829,1.36,7,0,0,0,0,1,0,0,"uninfected",FALSE,NA,NA,NA,NA,NA,23.7237939583306,18.0809681849445,22.9897241869547,3.76424248299032,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F0 M. m. domesticus","uninfected","uninfected",8,-2.4089935760171,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.47,NA,1.26,3.8,31.53,0.06,0.66,13.7,128.59,20.46,117.21,1129.35,3.93,4.73,14.09,14.99,1.42,3.54
"challenge","LM0402",85.7637172516065,"E11","UNI","E64","SCHUNT_SCHUNT","E11bCFI",20.23,20.23,100,1.42,1,0,0,0,0,1,0,0,"uninfected_ferrisi",TRUE,-5.8576836446198,NA,NA,NA,NA,24.4747781114609,14.4742757883983,24.1184333664661,3.58358957407436,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F0 M. m. domesticus","uninfected","E_ferrisi",8,-16.3124073158675,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,1.46,7.95,0.77,0.49,5,3.54,2.06,1.25,0.3,1.77,5.22,91.62,3.34,0.14,1.37,2.22,0.57,1.92
"challenge","LM0404",98.1267217630854,"E11","E64","E64","PWD_PWD","E11bGIP",17.14,18.15,94.435261707989,1.6,7,0,4,6,0,1,10,25000,"ferrisi_ferrisi",TRUE,-0.895232759794368,NA,NA,NA,NA,25.6951007141575,16.2461966060222,23.9590684638416,3.53060924260067,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F0 M. m. musculus","E_ferrisi","E_ferrisi",8,-11.7355371900827,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.73,11.99,4.36,0.77,0.3,13.56,1.11,1.07,6.32,9.85,2.52,6.97,107.24,0.6,11.77,4.68,9.84,0.69,1.75
"challenge","LM0406",77.0053475935829,"E11","UNI","E88","SCHUNT_SCHUNT","E11bEGI",19.24,18.7,102.887700534759,1.21,3,0,0,0,0,1,0,0,"uninfected_falciformis",TRUE,3.83399124815707,NA,NA,NA,NA,19.813103411933,15.3242848556258,27.4549178903211,6.32317205078413,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F0 M. m. domesticus","uninfected","E_falciformis",7,-22.9946524064171,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88,1.26,23.59,1.84,8.94,0.49,15.31,10.41,0.3,6.72,0.35,1.54,17.26,1.27,4.54,0.33,0.42,1.02,3.02
"challenge","LM0407",99.3612774451098,"E11","UNI","E64","SCHUNT_SCHUNT","E11bBDE",23.05,25.05,92.0159680638723,1.63,6,11,5,9,8,1,33,82500,"uninfected_ferrisi",TRUE,-9.65220398233476,NA,NA,NA,NA,25.2442327564817,17.0207714159557,26.253627689928,4.39991534837022,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F0 M. m. domesticus","uninfected","E_ferrisi",8,-7.98403193612771,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18,8.12,0.19,0.15,0.35,1.38,1.81,1.74,3.39,33.81,4.07,16.33,154.58,NA,12.5,1.92,7.32,0.02,0.14
"challenge","LM0408",77.8048780487805,"E11","E64","E88","PWD_PWD","E11bERW",15.84,16.4,96.5853658536585,0.95,3,0,0,0,0,1,0,0,"ferrisi_falciformis",TRUE,6.61128322944637,NA,NA,NA,NA,24.0426916309452,14.6325680020718,24.2616236007376,3.23606839928665,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F0 M. m. musculus","E_ferrisi","E_falciformis",8,-22.1951219512195,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.81,1.8,0.35,2,1.47,4.87,12.25,10.21,2.22,4.58,3.22,11.95,124.26,0.2,2.85,4.89,3.09,1.17,7.43
"challenge","LM0410",105.408583186361,"E11","E64","E64","PWD_PWD","E11bGWX",16.63,17.01,97.7660199882422,1.62,7,2,0,1,3,1,6,15000,"ferrisi_ferrisi",TRUE,-8.52642175811008,NA,NA,NA,NA,22.0418787368533,12.8485289561287,22.7729369815517,4.56614358944823,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F0 M. m. musculus","E_ferrisi","E_ferrisi",8,-10.9935332157554,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.44,0.2,1.08,0.38,1.05,2.65,0.45,0.3,2.28,0.3,0.78,14.98,NA,0.05,6.25,0.51,0.76,1.01
"challenge","LM0411",83.2727272727273,"E11","E64","E88","PWD_PWD","E11bFHU",16.41,16.5,99.4545454545455,0.96,7,2,3,0,0,1,5,12500,"ferrisi_falciformis",TRUE,3.58310722268937,NA,NA,NA,NA,23.4884383276173,14.3179809504012,23.0918154260893,3.56591266690615,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F0 M. m. musculus","E_ferrisi","E_falciformis",8,-16.7272727272727,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.61,0.73,0.12,2.38,1.16,1.39,7.8,11.52,1.56,13.93,1.92,8.22,71.49,0.13,7.71,2.67,1.85,0.82,4.15
"challenge","LM0412",78.1105169340463,"E11","UNI","E64","SCHUNT_SCHUNT","E11bDHJ",27.51,28.05,98.0748663101604,0.75,3,0,0,0,0,1,0,0,"uninfected_ferrisi",TRUE,5.36599735143947,NA,NA,NA,NA,27.5504239419987,17.1974861767536,24.4853217738845,5.06409414495563,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F0 M. m. domesticus","uninfected","E_ferrisi",8,-21.8894830659537,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.76,0.49,22.19,1.24,13.44,5.81,13.56,8.23,3.04,78.6,4.01,17.73,228.67,NA,4.07,2.73,4.56,0.91,5.76
"challenge","LM0413",95.7781050564556,"E11","E64","UNI","SCHUNT_SCHUNT","E11bPWY",19.51,20.37,95.7781050564556,NA,8,0,0,0,0,1,0,0,"ferrisi_uninfected",TRUE,-7.9430189889161,NA,NA,NA,NA,NA,18.2614462490166,26.973596807483,4.60533460608717,"mLN",32.6,3.81,43.2,13.5,4.17,53.8,4.81,11.1,14.4,12.1,28.8,1.96,25.1,NA,NA,NA,NA,NA,"b","F0 M. m. domesticus","E_ferrisi","uninfected",8,-4.2218949435444,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.07,1.61,0.26,0.75,1.94,0.52,0.42,6.2,49.33,9.9,43.38,436.86,6.15,NA,10.66,8.54,1.34,0.55
"challenge","LM0417",75.3319919517103,"E11","E64","E88","SCHUNT_SCHUNT","E11bDGZ",24.85,24.85,100,0.85,1,0,0,0,0,1,0,0,"ferrisi_falciformis",TRUE,4.8236460523187,NA,NA,NA,NA,22.5961786933667,12.4422826480852,23.1621685462072,3.6209652327808,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F0 M. m. domesticus","E_ferrisi","E_falciformis",8,-24.6680080482897,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.51,0.48,4.56,1.3,0.52,1.24,4.82,3,0.41,0.28,0.37,1.6,16.03,NA,1.97,0.18,0.51,1.58,3.06
"challenge","LM0420",90.3157894736842,"E11","E88","E88","SCHUNT_SCHUNT","E11bEKN",18.31,19,96.3684210526316,1.13,4,0,0,0,0,1,0,0,"falciformis_falciformis",TRUE,-0.231707159876766,NA,NA,NA,NA,21.5404608196474,12.7984791934847,23.5739391432787,4.16885683251297,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F0 M. m. domesticus","E_falciformis","E_falciformis",8,-9.68421052631579,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,0.61,1.73,0.9,0.33,1.06,15.45,3.89,0.34,0.97,0.56,2.34,25.67,0.35,0.54,0.97,0.47,1.26,3.81
"challenge","LM0421",80.7466666666667,"E11","UNI","E64","PWD_PWD","E11bJLQ",18.53,18.75,98.8266666666667,1.84,3,0,0,0,0,1,0,0,"uninfected_ferrisi",TRUE,2.8147414754045,NA,NA,NA,NA,19.3537211963953,13.1833010863309,26.6270538773069,5.525788981484,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F0 M. m. musculus","uninfected","E_ferrisi",6,-19.2533333333333,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.58,0.33,2.71,0.59,4.62,0.58,1.5,7.26,0.11,3.98,0.17,0.69,9.03,5.82,1.92,0.27,0.19,0.18,3.91
"challenge","LM0422",73.4459459459459,"E11","E64","E88","PWD_PWD","E11bEJV",14.8,14.8,100,0.98,1,0,0,0,0,1,0,0,"ferrisi_falciformis",TRUE,6.81736431564327,NA,NA,NA,NA,19.6765841778533,13.5897530990745,23.4793761860616,5.45523795555315,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F0 M. m. musculus","E_ferrisi","E_falciformis",8,-26.5540540540541,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.54,0.52,5.95,1.68,4.85,1.31,6.72,7.79,0.3,4.19,0.25,0.93,12.08,0.01,3.67,0.42,0.21,0.18,14.27
"challenge","LM0424",97.1913399648917,"E11","E64","UNI","PWD_PWD","E11bNWX",16.15,17.09,94.4997074312463,1.02,5,0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-9.8561884622146,NA,NA,NA,NA,25.8293785750338,17.8306690181063,25.8511088274294,3.6451272867403,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F0 M. m. musculus","E_ferrisi","uninfected",8,-5.9098888238736,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,42.71,11.17,0.62,0.79,39.89,0.03,0.21,12.72,64.65,11.23,41.2,398.09,16.17,10.9,4.76,23.6,1.14,4.47
"challenge","LM0425",99.7178329571106,"E11","UNI","UNI","PWD_PWD","E11bHIL",17.59,17.72,99.2663656884876,1.42,5,0,0,0,0,1,0,0,"uninfected",FALSE,NA,NA,NA,NA,NA,22.6337713133251,19.1345502577378,23.4159120811471,3.06884798432835,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F0 M. m. musculus","uninfected","uninfected",8,-2.8216704288939,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.06,0.23,1.9,0.82,72.33,0.09,0.6,58.43,2.98,46.46,131.45,1634.63,154.89,50.32,14.08,87.11,1.7,4.71
"challenge","LM0426",102.661122661123,"E11","E88","UNI","SCHUNT_SCHUNT","E11bBPQ",24.22,24.05,100.706860706861,1.16,3,0,0,0,0,1,0,0,"falciformis_uninfected",FALSE,-0.640594900906464,NA,NA,NA,NA,23.910894697633,18.3263245207606,22.8347921421722,2.9986107259823,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F0 M. m. domesticus","E_falciformis","uninfected",8,-1.08108108108109,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,57.83,0.46,1.46,3.12,60.52,0.04,0.38,33.35,17.42,60.71,222.81,1844.35,25.76,29.46,15.44,67.32,3.35,17.09
"challenge","LM0428",94.9672873678913,"E11","E88","E64","SCHUNT_SCHUNT","E11bJOR",18.87,19.87,94.9672873678913,NA,8,0,0,0,0,1,0,0,"falciformis_ferrisi",TRUE,-8.79139222871207,NA,NA,NA,NA,23.0049972857213,14.0021232990905,23.3030319214426,3.76059320521767,"mLN",47.6,5.92,24.3,13.4,5.75,46.1,1.12,31.9,19.1,11.5,27,3.97,32,NA,NA,NA,NA,NA,"b","F0 M. m. domesticus","E_falciformis","E_ferrisi",8,-12.6321087065929,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,0.33,0.65,1.06,0.34,2.7,2.95,0.63,0.88,0.94,1.41,5.63,53.23,0.24,NA,2.08,2.66,2.33,1.81
"challenge","LM0429",80.4709936817921,"E11","E88","E64","PWD_PWD","E11bBSW",16.92,17.41,97.185525560023,0.98,2,0,0,0,0,1,0,0,"falciformis_ferrisi",TRUE,3.96151293841837,NA,NA,NA,NA,20.649871225865,12.1018146405401,25.7307710432392,6.53142855170245,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F0 M. m. musculus","E_falciformis","E_ferrisi",6,-19.5290063182079,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.68,0.04,4.33,1.42,1.41,0.04,5.83,17.78,0.14,0.81,0.07,0.17,6.13,0.2,4.05,1.76,0.03,0.64,4.33
"challenge","LM0430",95.8454507685916,"E11","UNI","UNI","SCHUNT_SCHUNT","E11bBDY",23.38,24.07,97.1333610303282,1.97,7,0,0,0,0,1,0,0,"uninfected",FALSE,NA,NA,NA,NA,NA,27.6414800115372,18.5230704851312,23.8126914694254,3.63311721884904,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F0 M. m. domesticus","uninfected","uninfected",8,-5.44245949314499,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.41,1.87,2.16,21.44,99.28,1.23,2.45,15.98,574.58,30.96,163.06,1270.88,3.42,1.82,16.75,21.22,1.21,7.76
"challenge","LM0431",95.8549222797927,"E11","E64","E64","SCHUNT_SCHUNT","E11bHNO",18.7,19.3,96.8911917098445,2.73,3,0,0,0,0,1,0,0,"ferrisi_ferrisi",TRUE,-5.9558401852755,NA,NA,NA,NA,24.4109381792813,16.724063931994,25.622974387986,2.76597159240401,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F0 M. m. domesticus","E_ferrisi","E_ferrisi",8,-11.6062176165803,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.39,4.63,0.13,0.64,0.9,15.19,3.24,2.26,9.03,7.93,10.58,41.72,385.87,3.15,1.15,3.94,23.06,2.99,4.09
