"infection","Mouse_ID","end_rel_weight","experiment","primary_infection","challenge_infection","mouse_strain","labels","weight","weight_dpi0","relative_weight","Feces_Weight","dpi","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","OO4sq","OOC","infection_history","MC.Eimeria","delta_ct_cewe_MminusE","IFNy_CEWE","IFNy_MES","IRG6","IL.12","CASP1","CXCL9","CXCR3","IDO1","IFNy","IL.10","IL.12A","IL1RN","IL.6","IRGM1","MPO","MUC2","MUC5AC","MYD88","NCR1","PPIB","PRF1","RETNLB","SOCS1","TICAM1","TNF","IL.17A","GAPDH","IL.13","Position","CD4","Treg","Div_Treg","Treg17","Th1","Div_Th1","Th17","Div_Th17","CD8","Act_CD8","Div_Act_CD8","IFNy_CD4","IFNy_CD8","OPG_O","IFNy_FEC","Caecum","Treg_prop","IL17A_CD4","batch","hybrid_status","Parasite_primary","Parasite_challenge","dpi_max","WL_max","origin","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","Dissection_Date","Spleen","Trichuris_muris","Zfy2","Y","Mastophorus_muris","Catenotaenia_pusilla","Address","Status","Left_Embryo","Right_Embryo","Worms_presence","Heligmosomoides_polygurus","Heterakis_sp","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","Region","Body_Weight","Body_Length","Ectoparasites_Logical","Left_Epididymis","Fleas","Liver","Right_Ovarium_Weight","Left_Ovarium_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Tail_Length","Trap_Date","eimeriaSpecies","Ct.Eimeria","Ct.Mus","Oocyst_Predict_Crypto","ILWE_Crypto_Ct","ILWE_DNA_Content_ng.microliter","Ticks","Host","Aspiculuris_sp","Syphacia_sp","Taenia_sp","Hymenolepis_sp","Sperm","FEC_Eim_Ct","MC.Eimeria.FEC","MCs"
"challenge","LM0227",99.7904442581727,"E57","E88","E64","BUSNA_STRA","E57bxLNW",22.94,23.86,96.1441743503772,0.88,6,6,7,10,7,1,30,75000,"falciformis_ferrisi",TRUE,-5.79,54.4201292769137,NA,-4.425,-9.13,22.0291966756966,13.6022550903887,20.9266575450285,13.6855072135406,19.6913762062694,21.7883683973286,22.0540301010045,16.4233844054409,21.0904488953813,11.6255162599195,23.1610924434397,11.3942309375872,12.3683119226889,16.8569854094288,23.3323402407338,13.8372505612264,27.5328964430075,11.3899959890668,13.0259614674568,19.8228070004789,21.0106469409461,NA,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1 hybrid","E_falciformis","E_ferrisi",8,-4.1072925398156,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0227",99.7904442581727,"E57","E88","E64","BUSNA_STRA","E57bxELZ",22.88,23.86,95.8927074601844,2.23,4,0,0,0,0,1,0,0,"falciformis_ferrisi",TRUE,-5.79,54.4201292769137,NA,-4.425,-9.13,22.0291966756966,13.6022550903887,20.9266575450285,13.6855072135406,19.6913762062694,21.7883683973286,22.0540301010045,16.4233844054409,21.0904488953813,11.6255162599195,23.1610924434397,11.3942309375872,12.3683119226889,16.8569854094288,23.3323402407338,13.8372505612264,27.5328964430075,11.3899959890668,13.0259614674568,19.8228070004789,21.0106469409461,NA,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1 hybrid","E_falciformis","E_ferrisi",8,-4.1072925398156,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0227",99.7904442581727,"E57","E88","E64","BUSNA_STRA","E57bxAUZ",23.24,23.86,97.4015088013412,1.68,7,21,32,19,26,1,98,245000,"falciformis_ferrisi",TRUE,-5.79,54.4201292769137,NA,-4.425,-9.13,22.0291966756966,13.6022550903887,20.9266575450285,13.6855072135406,19.6913762062694,21.7883683973286,22.0540301010045,16.4233844054409,21.0904488953813,11.6255162599195,23.1610924434397,11.3942309375872,12.3683119226889,16.8569854094288,23.3323402407338,13.8372505612264,27.5328964430075,11.3899959890668,13.0259614674568,19.8228070004789,21.0106469409461,NA,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1 hybrid","E_falciformis","E_ferrisi",8,-4.1072925398156,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0227",99.7904442581727,"E57","E88","E64","BUSNA_STRA","E57bxRTY",23.12,23.86,96.8985750209556,2.01,5,26,17,23,28,1,94,235000,"falciformis_ferrisi",TRUE,-5.79,54.4201292769137,NA,-4.425,-9.13,22.0291966756966,13.6022550903887,20.9266575450285,13.6855072135406,19.6913762062694,21.7883683973286,22.0540301010045,16.4233844054409,21.0904488953813,11.6255162599195,23.1610924434397,11.3942309375872,12.3683119226889,16.8569854094288,23.3323402407338,13.8372505612264,27.5328964430075,11.3899959890668,13.0259614674568,19.8228070004789,21.0106469409461,NA,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1 hybrid","E_falciformis","E_ferrisi",8,-4.1072925398156,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0227",99.7904442581727,"E57","E88","E64","BUSNA_STRA","E57bxFJW",23.8,23.86,99.7485331098072,0.76,1,0,0,0,0,1,0,0,"falciformis_ferrisi",TRUE,-5.79,54.4201292769137,NA,-4.425,-9.13,22.0291966756966,13.6022550903887,20.9266575450285,13.6855072135406,19.6913762062694,21.7883683973286,22.0540301010045,16.4233844054409,21.0904488953813,11.6255162599195,23.1610924434397,11.3942309375872,12.3683119226889,16.8569854094288,23.3323402407338,13.8372505612264,27.5328964430075,11.3899959890668,13.0259614674568,19.8228070004789,21.0106469409461,NA,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1 hybrid","E_falciformis","E_ferrisi",8,-4.1072925398156,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0227",99.7904442581727,"E57","E88","E64","BUSNA_STRA","E57bxALV",23.75,23.86,99.5389773679799,1.09,2,0,0,0,0,1,0,0,"falciformis_ferrisi",TRUE,-5.79,54.4201292769137,NA,-4.425,-9.13,22.0291966756966,13.6022550903887,20.9266575450285,13.6855072135406,19.6913762062694,21.7883683973286,22.0540301010045,16.4233844054409,21.0904488953813,11.6255162599195,23.1610924434397,11.3942309375872,12.3683119226889,16.8569854094288,23.3323402407338,13.8372505612264,27.5328964430075,11.3899959890668,13.0259614674568,19.8228070004789,21.0106469409461,NA,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1 hybrid","E_falciformis","E_ferrisi",8,-4.1072925398156,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0227",99.7904442581727,"E57","E88","E64","BUSNA_STRA","E57bxINO",23.86,23.86,100,2.11,0,0,0,0,0,1,0,0,"falciformis_ferrisi",TRUE,-5.79,54.4201292769137,NA,-4.425,-9.13,22.0291966756966,13.6022550903887,20.9266575450285,13.6855072135406,19.6913762062694,21.7883683973286,22.0540301010045,16.4233844054409,21.0904488953813,11.6255162599195,23.1610924434397,11.3942309375872,12.3683119226889,16.8569854094288,23.3323402407338,13.8372505612264,27.5328964430075,11.3899959890668,13.0259614674568,19.8228070004789,21.0106469409461,NA,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1 hybrid","E_falciformis","E_ferrisi",8,-4.1072925398156,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0227",99.7904442581727,"E57","E88","E64","BUSNA_STRA","E57bxMNW",23.81,23.86,99.7904442581727,2.73,8,3,5,8,1,1,17,42500,"falciformis_ferrisi",TRUE,-5.79,54.4201292769137,NA,-4.425,-9.13,22.0291966756966,13.6022550903887,20.9266575450285,13.6855072135406,19.6913762062694,21.7883683973286,22.0540301010045,16.4233844054409,21.0904488953813,11.6255162599195,23.1610924434397,11.3942309375872,12.3683119226889,16.8569854094288,23.3323402407338,13.8372505612264,27.5328964430075,11.3899959890668,13.0259614674568,19.8228070004789,21.0106469409461,NA,NA,NA,"mLN",44.9,6.385,16.205,13.52,6.78,71.2,0.89,46.875,14.39,11.5,49.52,4.915,21.74,15567.7655677656,7.02526117343341,"pos",93.605,0.415,NA,"F1 hybrid","E_falciformis","E_ferrisi",8,-4.1072925398156,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0227",99.7904442581727,"E57","E88","E64","BUSNA_STRA","E57bxIPS",23.8,23.86,99.7485331098072,1.5,3,0,0,0,0,1,0,0,"falciformis_ferrisi",TRUE,-5.79,54.4201292769137,NA,-4.425,-9.13,22.0291966756966,13.6022550903887,20.9266575450285,13.6855072135406,19.6913762062694,21.7883683973286,22.0540301010045,16.4233844054409,21.0904488953813,11.6255162599195,23.1610924434397,11.3942309375872,12.3683119226889,16.8569854094288,23.3323402407338,13.8372505612264,27.5328964430075,11.3899959890668,13.0259614674568,19.8228070004789,21.0106469409461,NA,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1 hybrid","E_falciformis","E_ferrisi",8,-4.1072925398156,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0228",110.692416391898,"E57","E88","E64","STRA_BUSNA","E57bxFHT",23.4,21.23,110.221384832784,1.28,1,0,0,0,0,1,0,0,"falciformis_ferrisi",TRUE,-5.91,84.9852124920339,NA,-4.3925,-6.9325,24.2505366490958,14.530482230102,21.6207481925541,12.3478233849638,20.8594681487319,22.9225537556405,NA,20.1351025190113,25.3259995192603,10.0339860668154,26.6797167200264,9.72451627418767,14.5991346659189,18.0104430682271,22.8931215536978,13.660586988559,26.2638329243728,7.85713019697681,10.2924933621838,17.6609876294228,22.3628219700418,27.3172963737582,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1 hybrid","E_falciformis","E_ferrisi",8,0,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0228",110.692416391898,"E57","E88","E64","STRA_BUSNA","E57bxESW",23.47,21.23,110.551106924164,1.32,5,55,51,48,44,1,198,495000,"falciformis_ferrisi",TRUE,-5.91,84.9852124920339,NA,-4.3925,-6.9325,24.2505366490958,14.530482230102,21.6207481925541,12.3478233849638,20.8594681487319,22.9225537556405,NA,20.1351025190113,25.3259995192603,10.0339860668154,26.6797167200264,9.72451627418767,14.5991346659189,18.0104430682271,22.8931215536978,13.660586988559,26.2638329243728,7.85713019697681,10.2924933621838,17.6609876294228,22.3628219700418,27.3172963737582,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1 hybrid","E_falciformis","E_ferrisi",8,0,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0228",110.692416391898,"E57","E88","E64","STRA_BUSNA","E57bxEJN",21.23,21.23,100,1.24,0,0,0,0,0,1,0,0,"falciformis_ferrisi",TRUE,-5.91,84.9852124920339,NA,-4.3925,-6.9325,24.2505366490958,14.530482230102,21.6207481925541,12.3478233849638,20.8594681487319,22.9225537556405,NA,20.1351025190113,25.3259995192603,10.0339860668154,26.6797167200264,9.72451627418767,14.5991346659189,18.0104430682271,22.8931215536978,13.660586988559,26.2638329243728,7.85713019697681,10.2924933621838,17.6609876294228,22.3628219700418,27.3172963737582,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1 hybrid","E_falciformis","E_ferrisi",8,0,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0228",110.692416391898,"E57","E88","E64","STRA_BUSNA","E57bxLMZ",22.29,21.23,104.992934526613,1.05,6,74,92,97,87,1,350,875000,"falciformis_ferrisi",TRUE,-5.91,84.9852124920339,NA,-4.3925,-6.9325,24.2505366490958,14.530482230102,21.6207481925541,12.3478233849638,20.8594681487319,22.9225537556405,NA,20.1351025190113,25.3259995192603,10.0339860668154,26.6797167200264,9.72451627418767,14.5991346659189,18.0104430682271,22.8931215536978,13.660586988559,26.2638329243728,7.85713019697681,10.2924933621838,17.6609876294228,22.3628219700418,27.3172963737582,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1 hybrid","E_falciformis","E_ferrisi",8,0,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0228",110.692416391898,"E57","E88","E64","STRA_BUSNA","E57bxCRZ",24.14,21.23,113.707018370231,1.2,2,0,0,0,0,1,0,0,"falciformis_ferrisi",TRUE,-5.91,84.9852124920339,NA,-4.3925,-6.9325,24.2505366490958,14.530482230102,21.6207481925541,12.3478233849638,20.8594681487319,22.9225537556405,NA,20.1351025190113,25.3259995192603,10.0339860668154,26.6797167200264,9.72451627418767,14.5991346659189,18.0104430682271,22.8931215536978,13.660586988559,26.2638329243728,7.85713019697681,10.2924933621838,17.6609876294228,22.3628219700418,27.3172963737582,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1 hybrid","E_falciformis","E_ferrisi",8,0,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0228",110.692416391898,"E57","E88","E64","STRA_BUSNA","E57bxBGY",23.5,21.23,110.692416391898,1.13,8,13,6,11,6,1,36,90000,"falciformis_ferrisi",TRUE,-5.91,84.9852124920339,NA,-4.3925,-6.9325,24.2505366490958,14.530482230102,21.6207481925541,12.3478233849638,20.8594681487319,22.9225537556405,NA,20.1351025190113,25.3259995192603,10.0339860668154,26.6797167200264,9.72451627418767,14.5991346659189,18.0104430682271,22.8931215536978,13.660586988559,26.2638329243728,7.85713019697681,10.2924933621838,17.6609876294228,22.3628219700418,27.3172963737582,NA,NA,"mLN",46.145,7.005,21.365,11.565,10.92,75.115,1.075,42.39,13.84,13.205,59.09,9.085,27.535,79646.0176991151,4.99875306588759,"pos",92.97,0.385,NA,"F1 hybrid","E_falciformis","E_ferrisi",8,0,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0228",110.692416391898,"E57","E88","E64","STRA_BUSNA","E57bxCWZ",24.85,21.23,117.051342439943,1.69,3,0,0,0,0,1,0,0,"falciformis_ferrisi",TRUE,-5.91,84.9852124920339,NA,-4.3925,-6.9325,24.2505366490958,14.530482230102,21.6207481925541,12.3478233849638,20.8594681487319,22.9225537556405,NA,20.1351025190113,25.3259995192603,10.0339860668154,26.6797167200264,9.72451627418767,14.5991346659189,18.0104430682271,22.8931215536978,13.660586988559,26.2638329243728,7.85713019697681,10.2924933621838,17.6609876294228,22.3628219700418,27.3172963737582,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1 hybrid","E_falciformis","E_ferrisi",8,0,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0228",110.692416391898,"E57","E88","E64","STRA_BUSNA","E57bxNSX",22.92,21.23,107.960433349034,1.18,7,66,63,62,70,1,261,652500,"falciformis_ferrisi",TRUE,-5.91,84.9852124920339,NA,-4.3925,-6.9325,24.2505366490958,14.530482230102,21.6207481925541,12.3478233849638,20.8594681487319,22.9225537556405,NA,20.1351025190113,25.3259995192603,10.0339860668154,26.6797167200264,9.72451627418767,14.5991346659189,18.0104430682271,22.8931215536978,13.660586988559,26.2638329243728,7.85713019697681,10.2924933621838,17.6609876294228,22.3628219700418,27.3172963737582,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1 hybrid","E_falciformis","E_ferrisi",8,0,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0228",110.692416391898,"E57","E88","E64","STRA_BUSNA","E57bxBJR",24.01,21.23,113.094677343382,1.96,4,0,0,0,2,1,2,5000,"falciformis_ferrisi",TRUE,-5.91,84.9852124920339,NA,-4.3925,-6.9325,24.2505366490958,14.530482230102,21.6207481925541,12.3478233849638,20.8594681487319,22.9225537556405,NA,20.1351025190113,25.3259995192603,10.0339860668154,26.6797167200264,9.72451627418767,14.5991346659189,18.0104430682271,22.8931215536978,13.660586988559,26.2638329243728,7.85713019697681,10.2924933621838,17.6609876294228,22.3628219700418,27.3172963737582,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1 hybrid","E_falciformis","E_ferrisi",8,0,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0229",99.7376705141658,"E57","E88","UNI","SCHUNT_SCHUNT","E57bxCNT",19.88,19.06,104.302203567681,3.34,5,0,0,0,0,1,0,0,"falciformis_uninfected",FALSE,-7.12,11.9382981889895,NA,-3.1225,-4.6475,22.5551139808118,18.9909275849876,23.6653656848417,15.9024095300201,NA,24.9002494072624,27.7955876695484,18.1491629764574,24.180209060652,7.81060387080035,NA,7.74929330346136,12.8712104139678,20.0599381790986,23.9648641562199,14.4941092225394,NA,9.18435473973411,9.20500776700764,19.1173568160569,22.8121320789382,22.7615767953648,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F0 M. m. domesticus","E_falciformis","uninfected",8,-3.5676810073452,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
