"Mouse_ID","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","Dissection_Date","Spleen","Zfy2","Y","Address","Status","Left_Embryo","Right_Embryo","Worms_presence","Heligmosomoides_polygurus","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","Region","Ectoparasites_Logical","Left_Epididymis","Feces_Weight","Fleas","Liver","Right_Ovarium_Weight","Left_Ovarium_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Trap_Date","eimeriaSpecies","MC.Eimeria","delta_ct_cewe_MminusE","Ct.Eimeria","Ct.Mus","GAPDH","PPIB","CD4","Treg","Treg17","Th1","Th17","CD8","Act_CD8","IFNy_CD4","IL17A_CD4","IFNy_CD8","Oocyst_Predict_Crypto","ILWE_Crypto_Ct","ILWE_DNA_Content_ng.microliter","Ticks","Host","Sperm","FEC_Eim_Ct","MC.Eimeria.FEC","MCs","Body_Weight","Body_Length","Tail_Length","Aspiculuris_sp","Syphacia_sp","Trichuris_muris","Taenia_sp","Heterakis_sp","Mastophorus_muris","Hymenolepis_sp","Catenotaenia_pusilla","IFNy","CXCR3","IL.6","IL.10","IL.13","IL1RN","CASP1","CXCL9","IDO1","IRGM1","MPO","MUC2","MUC5AC","MYD88","NCR1","PRF1","RETNLB","SOCS1","TICAM1","TNF"
"AA_0319","F",13.8103,51.8978,2017,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","70","100","dd","dd","dd","dd","mm","dd",13,0.08,"14/09/17",0.02,NA,NA,"dubener hauptstrasse 24","adult",0,0,TRUE,0,"Alice","March2018",24,45,26,22,22,19,32,17,25.875,0.1,3080357.14285714,8,"DyM",TRUE,NA,0.84,TRUE,NA,NA,NA,NA,NA,NA,"13-09-17",NA,NA,NA,NA,NA,12.6632141654651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,14.2,73.41,74.28,0,0,9,0,0,0,0,0,15.3442019018518,23.096366579953,27.7976151710204,25.920827188955,27.6656904527904,16.365990315599,27.5627218183768,25.1515820880966,15.3616899528197,18.3587516166778,27.7179109160663,18.7849165779924,21.4596242920353,20.7829461463269,25.6510709153741,23.9230770065073,23.4390861947441,21.5486182276271,28.001134540637,27.8290674390779
"AA_0320","M",13.8103,51.8978,2017,"d","m","d","d","d","d","d","d","94",NA,"100","100","100","100","dd",NA,"dd","dd","dd","dd",13,0.055555556,"14/09/17",0.0509,NA,NA,"dubener hauptstrasse 24","adult",NA,NA,NA,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",FALSE,0.0237,0.74,FALSE,NA,NA,NA,0.1369,0.0702,0.0702,"13-09-17",NA,NA,NA,NA,NA,4.845703877729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.37,79.23,84.3,0,0,0,0,0,0,0,0,14.4858310944993,21.0842675865714,22.5594507484983,28.5714592641272,19.0624186387628,10.4752444265631,21.8752900300988,20.099203473222,10.6586575722655,10.380638246239,15.3111953558547,8.86974066071704,9.12613035408777,9.778260891393,27.6134030603483,25.1128072232138,10.5949892763155,11.361623191202,19.8222631964874,21.0631535990983
"AA_0323","F",13.4622,53.1119,2017,"m",NA,"mm",NA,"mm","dd","mm","mm","100","95","100/125","120","90/100","80","mm","mm","dm","mm","dm","mm",12,0.826086957,"15/09/17",0.0137,NA,NA,"Dorretenhof Gut Doretenhof 2/3","adult",0,0,NA,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",FALSE,NA,0.75,FALSE,NA,0.0016,1,NA,NA,NA,"14-09-17",NA,NA,NA,NA,NA,4.24747023462665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,8.1,69.25,60.8,0,0,0,0,0,0,0,0,18.7436574940152,17.9670582472173,22.8224837250673,22.5540035643383,18.9860435208556,9.41883880086658,20.8421826276136,21.4105065075544,10.2824346455284,9.62526176926498,14.572266752526,8.03050696096687,8.05771767597503,8.86785678036363,24.8754527615066,22.6929438860486,9.08801698813684,10.8070368762505,20.4668060357805,20.2170488375678
"AA_0329","M",14.0189,51.9661,2017,"m","m","m","m","m","m","m","m","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",14,1,"15/09/17",0.0206,NA,NA,"Haus am See 23 Briesensee",NA,NA,NA,NA,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",FALSE,0.0178,0.61,FALSE,NA,NA,NA,0.0869,0.0603,0.0618,"14-09-17",NA,NA,NA,NA,NA,5.29443243586453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.09,80.24,80.38,0,0,0,0,0,0,0,0,15.3442019018518,23.044994075041,25.9708773084858,22.0361212943163,17.0321909141769,11.2131867943917,21.1936915871389,19.450379963625,11.3357178078122,10.8963645313661,16.5297563561614,9.15723501913386,9.5469585704679,10.2763493715435,27.1089732342233,28.3163561289977,10.121998910751,11.5429269629242,19.3623037516957,21.1411131778355
"AA_0330","M",13.9906,52.5692,2017,"d",NA,"m","m","d","m","m","m","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",13,0.894736842,"15/09/17",0.0206,NA,NA,"Alt-Ruhlsdorf strasse 14 15344 Straussberg",NA,NA,NA,TRUE,0,"Lorenzo","2017",0,0,0,0,0,0,0,0,0,1,0,8,"mus",FALSE,0.0185,0.19,FALSE,NA,NA,NA,0.1134,62,0.0641,"14-09-17",NA,NA,NA,NA,NA,12.1627588670609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.75,82.68,77.85,4,0,0,0,0,0,0,0,25.4839920159431,22.6202255311912,19.8929317153213,24.4364383721915,21.1449061046432,21.7534637237187,27.5627218183768,22.7853284500141,23.1008942305689,17.9213688479868,22.0322283475835,18.3742365064122,20.5037831889776,20.4353825456297,24.7292542861644,26.770483144858,17.5808024961276,19.7931645179907,21.9031899410731,27.3493551532833
"AA_0331","F",13.4781,53.1153,2017,"m",NA,"mm","mm","mm","mm","mm","mm",NA,"95","125","120","90/100","80",NA,"mm","mm","mm","dm","mm",12,0.956521739,"15/09/17",36,NA,NA,"TEMP1",NA,0,0,TRUE,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",FALSE,NA,0.12,FALSE,NA,6,45,NA,NA,NA,"14-09-17",NA,NA,NA,NA,NA,6.26318724942669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.77,80.89,75.87,12,214,0,0,0,1,0,0,17.8217344342213,20.149574495173,23.2512586183558,22.185665569334,18.0596918825139,11.7128840298807,24.8707965427097,20.5148718818765,11.7307260342359,11.7652695166381,17.0753875626881,10.1426769353644,10.3636478932087,11.8194198706795,25.6391883399725,23.2626986972544,11.0185004355731,12.3992574786085,21.7348717270079,19.8937907056379
"AA_0332","F",13.4781,53.1153,2017,"m",NA,"mm","mm","mm","dm","mm","mm",NA,"95","125","120","90","80",NA,"mm","mm","mm","mm","mm",12,0.956521739,"15/09/17",0.0306,NA,NA,"TEMP1","post partum (lactating)",0,0,TRUE,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",FALSE,NA,0.4,FALSE,NA,0.0041,0.0032,NA,NA,NA,"14-09-17",NA,NA,NA,NA,NA,12.268968685133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.89,82.56,76.29,7,6,0,0,0,0,0,0,27.1098629158633,24.4130166376348,19.8984606596123,25.7796520809656,20.9655097961901,21.1825816164947,22.3310172490956,22.678618872693,20.2504075739797,17.6029108832206,27.0613949682243,14.5960079115807,22.2336096450089,17.5288085101324,24.2164191796777,25.3309777736884,17.8815859791531,19.7221858270752,21.0853023508069,22.6776768515666
"AA_0334","M",14.0078,52.6825,2017,"m","m","m","m","m","m",NA,"m","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",13,0.947368421,"15/09/17",0.0209,NA,NA,"Hauptstrasse 58 15345 Harnedorf",NA,NA,NA,NA,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",FALSE,0.0173,0.05,FALSE,NA,NA,NA,0.1107,0.0718,0.0748,"14-09-17",NA,NA,NA,NA,NA,7.00971949123449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.16,73.26,68.44,0,0,0,0,0,0,0,0,15.8972522353349,21.8120855133992,25.7986116314113,24.2001433398404,19.4797167681704,12.4165725607685,26.3629903660891,26.8885674235655,12.8479278573571,12.7134646825721,18.2074866277878,10.8210423151147,11.1930279440866,11.7358116631918,21.8036606859177,26.2062618595293,12.0336868836697,13.3860767896452,21.5995050717935,20.8013123382664
"AA_0336","M",13.4781,53.1153,2017,"m","m","m","m","d","m","m","m",NA,"95","125","120","70/90","80",NA,"mm","mm","mm","mm","mm",13,0.944444444,"15/09/17",0.0103,NA,NA,"TEMP1","young",NA,NA,TRUE,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",FALSE,NA,0.08,FALSE,NA,NA,NA,NA,NA,NA,"14-09-17",NA,NA,NA,NA,NA,6.72519108344368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.26,55.3,53.09,0,70,0,0,0,0,0,2,16.9331717625098,23.1323425824346,22.5045703531403,24.8091097656438,16.4632996048029,12.2449852231262,26.6097848795394,21.6846635917446,12.8912785594649,11.9367450472148,18.0776911352731,10.2526549150259,11.3005901502578,11.1556503781119,25.3531961420465,27.186163139237,10.8802564288666,12.8180132923254,18.6540315215428,19.3687015197563
"AA_0338","M",13.8339,52.2694,2017,"d","m","m","d","d","d","d","d","94","100","100","100","100","80/100","dd","dd","dd","dd","dd","dm",14,0.15,"15/09/17",0.0371,NA,NA,"Spreehagenstr. 1 15754 Heidesee",NA,NA,NA,TRUE,0,"Alice","March2018",1,0,1,0,2,1,5,2,1.5,0.1,2e+05,8,"DyM",FALSE,0.0257,0.75,FALSE,NA,NA,NA,148,0.0827,0.0852,"14-09-17",NA,NA,NA,NA,NA,4.2458619151774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,17.49,82.87,90.18,0,0,0,1,0,0,0,0,19.6841166404957,21.819005387204,24.7772714665603,26.0891969027771,18.9082619630451,9.8947698353962,22.0761689413062,20.6802317467314,11.0193889135138,9.45805147472807,14.7595038681391,7.79407323115393,7.96073514813417,8.74122428263406,26.066272458673,26.8893870487123,9.01022885966524,10.1771857390661,21.7666965966788,23.3282208813006
"AA_0341","F",13.4864,53.1275,2017,"m",NA,"mm","mm","mm","dd","mm",NA,"100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",12,0.913043478,"15/09/17",0.0334,NA,NA,"Lychenerstrasse 28 17268 templin",NA,0,0,TRUE,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",FALSE,NA,0.54,FALSE,NA,0.0039,0.0046,NA,NA,NA,"14-09-17",NA,NA,NA,NA,NA,4.91197287566244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,80.13,63.74,7,2,0,0,0,0,0,0,17.5443767177551,19.362480771059,25.9516816994786,24.0040713231272,16.2059781987839,10.787855687424,21.3840538192629,20.2622628968775,11.7499228131298,10.2315803945837,15.7797327157826,8.45744001622526,9.03868349782815,9.35755618566863,24.081705788122,26.2726205961995,10.1512609519975,10.8650939230847,17.9151159853037,13.8169921380896
"AA_0342","F",13.4589,53.1247,2017,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",13,0.84,"15/09/17",36,NA,NA,"JOACHIM3","pregnant",1,2,TRUE,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",FALSE,NA,0.1,FALSE,NA,NA,NA,NA,NA,NA,"14-09-17",NA,NA,NA,NA,NA,7.71804932004362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,17.21,78.79,76.52,67,0,0,0,0,0,0,0,29.0563444336229,25.1606883290683,26.360207761706,19.9771005537668,12.3827890471572,9.9747337023475,21.6720491158969,21.9975632923329,11.3357178078122,8.75840941959152,15.3481899316093,7.84692253883228,8.10544521535454,24.5843566211656,25.5879774634656,26.1446095738377,28.5007899134106,13.9135947062975,28.001134540637,21.3361058913364
"AA_0345","M",13.4408,53.0497,2017,"d","m","m","m","m","d","m","m","100","95/100","100/125","120","90","80","mm","dm","dm","mm","mm","mm",14,0.8,"15/09/17",0.03,NA,NA,"Dorfstrasse 84 Storkow","young",NA,NA,TRUE,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",FALSE,NA,0.09,FALSE,NA,NA,NA,NA,NA,NA,"14-09-17",NA,NA,NA,NA,NA,4.09171879592759,18.7221221597037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,606,33.49,NA,NA,NA,NA,NA,NA,NA,9.25,64.07,58.32,0,0,0,0,0,0,1,0,27.6228448267285,20.3982694261637,22.0663298189713,28.4481208816589,20.215166873164,10.7485628210788,22.2023254314228,21.2459395293582,11.6329656194888,9.80673115956136,16.1345218348006,8.21188660676238,8.22939307708214,9.10216632561988,27.5334681945547,26.1446095738377,8.76203024080574,10.4696137039467,21.5582760638365,22.1632146666022
"AA_0347","M",13.4408,53.0497,2017,"d","m","m","m","m","d","m","m","100","100","100/125","120",NA,"80","mm","dd","dm","mm",NA,"mm",12,0.705882353,"15/09/17",0.02,NA,NA,"Dorfstrasse 84 Storkow","young",NA,NA,NA,0,"Alice","March2018",0,0,0,0,1,1,0,0,0.25,0.1,625000,8,"mus",FALSE,NA,0.04,FALSE,NA,NA,NA,NA,NA,NA,"14-09-17",NA,NA,NA,NA,NA,4.54534076783417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2979,31.14,NA,NA,NA,NA,NA,NA,NA,6.77,64.54,59.54,0,0,0,0,0,0,0,0,15.5912564982963,16.3548371966691,20.0219199474357,16.3631722163604,8.74239602905245,10.0893620371667,21.0154384898171,10.5817720442629,10.0648904252332,8.88328671097591,16.2453509524555,7.74179708885281,8.50765947355725,12.5054290586754,20.506356533863,18.2548898841603,8.61270489957045,10.7789893227766,13.9403724744197,13.9129670802763
"AA_0348","M",13.4408,53.0497,2017,"d","m","m","m","m","m","m","m","100","95","100/125","120",NA,"100","mm","mm","dm","mm",NA,"dd",13,0.777777778,"15/09/17",0.07,NA,NA,"Dorfstrasse 84 Storkow",NA,NA,NA,TRUE,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",FALSE,NA,0.04,FALSE,NA,NA,NA,NA,NA,NA,"14-09-17",NA,NA,NA,NA,NA,4.68192890455254,14.6522314820857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,35.16,NA,NA,NA,NA,NA,NA,NA,17.49,77.47,67.8,9,0,8,0,0,15,0,0,26.2437128103773,20.3621379832361,22.424493671945,22.8464126395667,18.6520733448117,16.4608305369315,22.9314792642057,21.3291106629463,20.1588725596165,10.4379148926081,17.5198785515574,8.42042241972491,8.98421504011194,10.8584151312411,25.9568129806893,25.7035716954819,9.44238664533496,11.3505441574149,21.303782744821,15.6621633780904
"AA_0350","M",13.4408,53.0497,2017,"d","m","m","m","m","d","m","m","100","95/100","100","120","90","80","mm","dm","dd","mm","mm","mm",14,0.75,"15/09/17",0.05,NA,NA,"Dorfstrasse 84 Storkow",NA,NA,NA,NA,0,"Alice","March2018",3,0,2,1,1,1,1,2,1.375,1,30555.5555555556,8,"mus",TRUE,0.0176,0.45,TRUE,NA,NA,NA,54,0.0651,0.0662,"14-09-17",NA,NA,NA,NA,NA,8.13082452613327,23.7753108553265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,17.18,80.78,71.76,0,27,0,0,0,0,0,0,18.913134008758,25.2720716019481,22.8011995608331,28.4183497243011,13.8553007019566,14.1280554311128,22.770443075839,23.1151198871323,14.4121473069096,13.4860990934165,20.6205472715482,12.5791113553526,10.5960396553406,22.8814994763683,20.4232763583566,23.1392733805127,13.598139764579,15.816513973236,19.2566987225857,22.4767053254853
"AA_0352","M",13.4408,53.0497,2017,"d","m","m","m","m","d","m","m","100","95","100/125","120","90/100","80","mm","mm","dm","mm","dm","mm",14,0.8,"15/09/17",0.04,NA,NA,"Dorfstrasse 84 Storkow",NA,NA,NA,TRUE,0,"Alice","March2018",0,1,1,2,0,2,0,0,0.75,1,6048.38709677419,8,"mus",TRUE,17,1.24,TRUE,NA,NA,NA,91,0.07,77,"14-09-17",NA,NA,NA,NA,NA,8.92761991392103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5708,30.18,NA,NA,NA,NA,NA,NA,NA,16.56,79.77,70.3,17,20,9,0,0,0,0,0,27.2755234712536,24.2739139422191,26.353303363728,29.8188696891767,21.0829418213388,22.9326764960906,25.5253840141831,21.0993229907803,24.6185582412592,14.5851282127747,29.5023294558429,18.8256568700708,21.4765564655751,25.8966001334519,26.066272458673,22.2594124655383,18.2457740997436,14.6998020060085,29.7926665812908,27.1201371917649
"AA_0358","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dd","mm","mm","94","95/100","100/125","120","100","80","dd","dm","dm","mm","dd","mm",13,0.64,"15/09/17",0.09,NA,NA,"Dorfstrasse 84 Storkow","pregnant",0,0,NA,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",TRUE,NA,0.05,TRUE,NA,NA,NA,NA,NA,NA,"14-09-17",NA,NA,NA,NA,NA,4.03621485074095,17.4816143089099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,26.7,89.31,73.95,0,0,0,0,0,0,0,0,26.0818553916272,20.8459857403739,20.4496832998264,26.3428927460192,18.2802985328915,15.787069720047,22.4933346729314,22.1179147916393,19.078477257266,9.80858569028948,16.6391674246768,8.61752164990477,10.2934913414905,12.0284429652656,25.0980226882667,23.5940636888472,10.6371385488963,11.2126307721359,19.3928132208709,22.8574170026548
"AA_0360","F",13.4408,53.0497,2017,"d",NA,"mm","mm",NA,"dd","mm","mm","100","95/100","100","120","90","80","mm","dm","dd","mm","mm","mm",12,0.739130435,"15/09/17",0.01,NA,NA,"Dorfstrasse 84 Storkow",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"14-09-17",NA,NA,NA,NA,NA,5.42105519935659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,851,32.99,NA,NA,NA,NA,NA,NA,NA,10.9,70.26,68.28,0,0,0,0,0,0,0,0,20.8020317568073,19.8403459365408,23.815150857775,22.9884174891959,10.4244511343815,11.3505615263358,22.1074055350392,18.4074741002599,12.2700814806159,11.1691106267872,17.3632905712633,9.2833730012913,9.4073693793569,17.1637837246261,22.4761557582073,22.2594124655383,9.86843561218855,11.5792780681742,19.7525558466374,19.7561454545738
"AA_0368","F",13.4864,53.1275,2017,"m",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",13,0.92,"16/09/17",0.0476,NA,NA,"Lychenerstrasse 28 17268 templin","adult",0,0,NA,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",FALSE,NA,0.51,FALSE,NA,0.0057,0.0064,NA,NA,NA,"15-09-17",NA,NA,NA,NA,NA,2.74836760646278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,35.73,NA,NA,NA,NA,NA,NA,NA,16.53,88.37,74.11,0,5,0,0,0,0,0,0,24.5457610472844,21.3549646350925,27.4340172961021,23.8586795042865,21.188884395677,17.9005222212273,19.4225532358776,22.3611331780396,20.4104462858081,6.49560476334876,21.8989738615247,5.56609388147502,5.48719629186305,9.51401675109712,24.4779794348221,25.5579697766688,9.20304574040827,7.32610746207067,21.1614789505714,20.9424333571965
"AA_0370","F",13.8767,52.2089,2017,"d",NA,"mm","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0.08,"16/09/17",147,NA,NA,"Seeweg 6, 15859 Storkow (Mark), Germany","pregnant",2,5,NA,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",TRUE,NA,0.73,TRUE,NA,NA,NA,NA,NA,NA,"15-09-17",NA,NA,NA,NA,NA,15.8420692167614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,20.34,84.42,83.35,0,8,0,0,0,0,0,0,26.0818553916272,29.6704631693068,26.9792854141018,27.4353643595016,22.2362511829735,21.7435358923267,27.8120461274886,25.1515820880966,24.6185582412592,22.1525718829873,26.6699210750622,22.4189193723259,22.6831273629613,21.0077823009726,24.6150734405807,29.1978578099609,22.3587332003286,23.4931770745997,23.7846728494475,24.1692177595177
"AA_0372","F",13.4864,53.1275,2017,NA,NA,NA,NA,NA,NA,NA,NA,"100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",6,1,"16/09/17",0.0263,NA,NA,"Lychenerstrasse 28 17268 templin","adult",0,0,NA,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",FALSE,NA,0.03,FALSE,NA,0.0023,0.0024,NA,NA,NA,"15-09-17",NA,NA,NA,NA,NA,5.95703891617118,23.0652454983083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,806,33.07,NA,NA,NA,NA,NA,NA,NA,12.91,76.76,71.6,0,2,0,0,0,0,0,0,20.7563877319302,21.7133149119888,27.1316796313205,26.2756294866578,19.303441774316,9.35319561097161,21.0662741174643,23.6004636011951,13.7546132262074,9.4771115814483,14.6790963625071,7.96318221196845,8.02467827043875,16.5332784535606,24.5609602136259,24.1944202753089,10.5092320405155,12.603711637439,23.7435829011857,19.9608435452853
"AA_0373","F",13.8975,52.2761,2017,"d",NA,"mm","dd","dd","dd","dd","dd","94","95","100","100/120","100","100","dd","mm","dd","dm","dd","dd",13,0.2,"16/09/17",0.0287,NA,NA,"Rieplos berghof 2 15859 Rieplos (Storkow)","adult",0,0,NA,0,"Alice","March2018",0,0,0,0,1,0,0,0,0.125,0.1,16233.7662337662,8,"DyM",FALSE,NA,0.77,FALSE,NA,0.0105,0.0073,NA,NA,NA,"15-09-17",NA,NA,NA,NA,NA,5.87781754751485,19.664422219667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.69,91.3,86.15,0,6,0,0,0,0,0,0,21.1731396572159,21.9028747665806,26.1248403371574,24.2001433398404,10.4482198861296,12.1256412711758,22.3815905153132,23.1913337502414,15.2902592431911,11.5385219295594,17.4717483284692,9.96643890428048,10.3463879834125,22.2224833776376,23.5209687448999,23.1291982442425,11.5307790257107,12.0769267639598,20.1754977086536,23.6521419565618
"AA_0375","M",14.1808,52.0747,2017,"m","m","m",NA,"d",NA,NA,NA,"100","95","100/125","120","70","100","mm","mm","dm","mm","mm","dd",10,0.75,"16/09/17",0.0305,NA,NA,"Sawaller dorfstrasse 10 15848","adult",NA,NA,NA,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",FALSE,0.0164,0.19,FALSE,NA,NA,NA,0.0861,46,48,"15-09-17",NA,NA,NA,NA,NA,3.16762367832285,17.8011109022477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1358,32.3,NA,NA,NA,NA,NA,NA,NA,16.8,81.48,76,0,3,0,0,0,0,0,0,17.6225877548239,20.173179457371,23.8631267856233,22.2007154957754,14.4126391998598,11.8048868656331,19.532114554422,18.8831579164169,14.3535241757129,8.97243944993528,15.3945048727451,7.24503892448239,6.18718202088114,17.7418732618359,24.8154829466219,22.9994903958576,8.61270489957045,8.47431346189325,16.7491362939871,19.220337231272
"AA_0376","F",13.4864,53.1275,2017,"m",NA,"mm","mm",NA,"dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",12,0.913043478,"16/09/17",0.0319,NA,NA,"Lychenerstrasse 28 17268 templin","adult",0,0,NA,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",FALSE,NA,0.65,FALSE,NA,0.0042,0.0032,NA,NA,NA,"15-09-17",NA,NA,NA,NA,NA,3.49230963098886,18.142452670982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1001,32.75,NA,NA,NA,NA,NA,NA,NA,15.72,84.36,78.88,0,0,0,0,0,0,0,0,22.1085045123874,20.2862384696248,23.6011470719113,23.8912831292662,19.0040829583955,18.6026781360217,21.391521919593,18.9248061547059,21.003948673642,8.88164740883841,19.541912910008,6.94598467928633,7.44780014848928,12.8924418578144,25.6311875836051,23.440049539615,8.93132842848584,9.63506129041692,22.3456473723802,21.8316246965325
"AA_0381","M",13.8975,52.2761,2017,"d","m","m","d","m","d","d","d","94","95/100","100","100/120","90","100","dd","dm","dd","dm","mm","dd",14,0.35,"16/09/17",24,NA,NA,"Rieplos berghof 2 15859 Rieplos (Storkow)","adult",NA,NA,TRUE,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",FALSE,0.0034,0.06,FALSE,NA,NA,NA,NA,15,0.0162,"15-09-17",NA,NA,NA,NA,NA,5.62025064447521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,13.07,73.4,76.44,2,4,0,0,0,0,0,0,18.1025752307676,24.2739139422191,25.3762578258951,24.4364383721915,20.9948034247394,14.1393103425922,25.433975889765,22.678618872693,14.3498827390613,11.6675310513432,18.27013327896,10.6266625596887,11.1043626352002,12.0196664446163,26.0448528096713,25.9603643076276,13.1129208776176,12.2044440447013,22.2417387469451,26.4849024827132
